,text,sentiment
5369,iyaa erickolim kontol anjing ngentot gua tau mana yg baik dan mana yg buruk mana yg patut di contoh dan mana yg enggak bgsat tpi gua skrg jdi toxic gara sering nonton video lu bangsat gua suka channel lu anjing bgsat ngentot lu salam soapers,negatif
5370,iyaa sayangg luu ganteng batt buat uwee p,netral
5371,iye bang kamu ganteng kalau jomblo,netral
5372,iye uya kuya,netral
5373,iyee sudah subscribe kok bang,netral
5374,j,netral
5375,jadi diri sendiri lebih baik iyaiiyaiyahiyahh,positif
5376,jadi duit tuh coment hahah,netral
5377,jadi fans hatters tunda dong,netral
5378,jadi gaes kalau mau ngebuat gila tonton dulu channel maka akibat nya bisa tau misal konten ekstrem kamu liat dulu apa dilakuin bakal baik ato kaga kalau yg dewasa ngerti lah mksd komen aku apa,positif
5379,jadi gin internet semua nya kamu liat paslu ambil positif buang negative,netral
5380,jadi gin rasa punya pro haters,netral
5381,jadi gin subscribe channel youtube gua cuk faedah nya,netral
5382,jadi gin tau m m k,netral
5383,jadi gin tau memek,netral
5384,jadi gin tiap channel punya tonton nya masing masing,netral
5385,jadi gin y ni film apa aku kagak ngerti sumpah,netral
5386,jadi gini ,netral
5387,jadi gini ,netral
5388,jadi gini anda tau memek ,netral
5389,jadi gini bang erick itu emang kontol tapi konten dia emang sampah shitcontent tapi ya aku suka bangsaaat banyak juga yang suka bangsaaat so buat klean ladies folow instagram gw padheli oke sekian thx,netral
5390,jadi gini bang lu kan nyuruh kita subscribe channel lu terus lu itung sampe gitu kan la gw telat di itungan ke itu gimana dong tod,netral
5391,jadi gini gan gw tuh suka sama kelakuan nya si anak kontol ini aka erick dan gw kemaren ke gbk andddd kata pak satpam nya gw nanya halo pak selamat siang kata nya di sini ada acara yutuprewind yak pak ohh iya bro tapi dah abis bro acara nya gw cape ke gbk dan acara ytrwn nya abis jadi gw janji rick kalo ketemu luh gw bakal nampar luh sekenceng nya tenanga gw dan salam kenal dari gw bro erick ramadan see you motherfucker,netral
5392,jadi haters ah biar masuk youcube btw kamu mirip dick rick,netral
5393,jadi haters kok sadis menatap dgn tatapan sinis yeah v,netral
5394,jadi hatersnya erick makasih akkwkwkwowk,netral
5395,jadi hibur semata,netral
5396,jadi intinya haters duit,netral
5397,jadi kalian tobat lah haters tambat,netral
5398,jadi kamu goblok erick aja goblok kalau kau suka video jadi kau ikut goblok anjink,negatif
5399,jadi kamu masuk haters apa fans kok malah doain ericko dapet duit,netral
5400,jadi keinget ama video manfaat yakult by erickolim,netral
5401,jadi netijen itu smart dong klo erik kek gitu mana ada coba yg ngikutin pasti kaga kan erik kek gitu buat hiburan men lu smart aja tergantung yg nonton massa org liat eric melet melet trus yg nonton juga ikutan melet melet kaga kan klo smart netijen liat kan mo ericolim melet mo ngapain kan cuma ketawa karena mreka tau klo erik itu buat kontent untung hiburan bukan untuk mendidik klo mau di didik sekolah sono pas pulang sekolah less gausah pegang hp gausah liat yt itu namanya mendidik,netral
5402,jadi uanggggggggg hahahahahahha,netral
5403,jadi youtuber gaharus ngehina lain lah pepek,netral
5404,jadiin laguu bagus komen wkkwkw,positif
5405,jadikan aku muritmu guruuuh,netral
5406,jadikan mereka pupuk bro lo makin subur rikkkk,netral
5407,jaga sikap omong kamu syarat mati harus tua sakit,negatif
5408,jahahah mungkin iri bisa kaya kamu bang ata kontol anjing ngentot bangsat lain,negatif
5409,jahat bat dah,negatif
5410,jahat mana sama kamu bang yg milih tinggal rumah kang sule bapak kamu sendiri karena yutub contoh kembar kamu iky uda kenal jd nyanyi lah elu malah sok sok hidup mandiri ninggalin keluarga demi yutub fak yu,netral
5411,jahat palkon lu,negatif
5412,jahat sekali komennya,netral
5413,jajahah coment nya lohh anak anak bego oon adeh bocah bego iri aja orang jdi sukses,netral
5414,jalan belanda beli kerupuk,netral
5415,jalanin aja bang abai haters makin banyak haters kamu bang arti iri bisa elu bang,netral
5416,jalanin hidup aja bang,positif
5417,jam intro,netral
5418,jaman sekarang anak bau seperma ajah udah nonton bokep goblok hilang atur gituan anjing,negatif
5419,jaman sekarang benci ya benci ga ada namanya haters adalah fans yg tertunda haters is fucking hate you ,negatif
5420,jamin tu haters nonton video ni makin bayak dong views abang icko makin masuk trending,netral
5421,jamsker anjir,netral
5422,jan dengerin hatters bang erick cuman cari sensasi,netral
5423,jan menyerah rik terus berjuang dan menghibur yee v,netral
5424,jan ngurusin hidup orang bro,netral
5425,jan peduliin para haters rik karna rata rata emng haters itu isinya otak bocah smua emng konten lu itu gk mendidik tapi dengan klakuan lo yng kya gitu smua bisa merasa terhibur,netral
5426,jancok,netral
5427,jancok jemboet kontol taik ayam asuw ngentod anak babi bangsat ,negatif
5428,jancokk wkwkwkg luar aja tentu lebih baik dia,positif
5429,jangan baca,netral
5430,jangan bahas sara,netral
5431,jangan banyak bacot anjing anti baper bangsat,negatif
5432,jangan bawa bawa qorygore lim plis,netral
5433,jangan benci erickolim subscribernya jt,negatif
5434,jangan berkerja untuk uang bekerjalah dengan senang karena rasa senang dalam berkerja bukan kau yang mengejar uang tapu ulang lah yang mengejar mu,positif
5435,jangan biarin orang buat kamu yakin ngejar mimpilu terus mimpi terus usaha,netral
5436,jangan cuma ngebully kamu tidak bikin youtube ngentot,netral
5437,jangan degeri para haters kontol bansat tu emang,negatif
5438,jangan dengerin bang komen benci nya terus karya aja walaupun kamu toxic ttp kamu youtuber favorite aku mana janji kamu jt subscribe mau botak nya lowbudget semua kamera nokia jadi orang kaya gitu usah anggap lah gua yakin kamu depan lebih baik salam,netral
5439,jangan dengerin haters bang terus karya,netral
5440,jangan dengerin heaters yang gak guna jangan pikirin terus kerja keras usaha mimpi sudah di depan mata,netral
5441,jangan dengerin kata haters bang tetap dipendirian luh aja semangat bangan erick ngumpulin subs goblok v ngumpulin lama bertahun tau trus lu bilang beli coba lu kumpulin subs lu semua wkwkwkwk erickontol,negatif
5442,jangan dengerin kata haters terus karya konten toxic kamu kamu satu youtuber yg muka kontol,negatif
5443,jangan dengerin rick kamu ituu hebat dahhh maju terusssssssss yaaaaaa,positif
5444,jangan di masukin hati kata kata haters tod ,netral
5445,jangan dianggap lah bang haters kontol,negatif
5446,jangan dihapus channelny karena tanpa loe indo gk ada chanel yg mendidik coeg,netral
5447,jangan dihirau haters bang,netral
5448,jangan dipeduliin bg ,netral
5449,jangan hapus channelny tanpa kamu indo ada chanel yg didik coeg,netral
5450,jangan hina erick aku fans jangan katakatai erick,netral
5451,jangan hina erick emang laku nya kaya kontol kok,negatif
5452,jangan hina erickolim kasi memang kaya kontol hahaha,negatif
5453,jangan hirau sama haters ajg,netral
5454,jangan kalah sama orang yg suka ngejudge lu rick gw ttp support lu mimpi gw cuma pengen foto bareng sama loe cuma kapan tetap semangt panutan ,positif
5455,jangan kamu bang artis yg cuma salah baju aja dibacotin netizen tolol,negatif
5456,jangan khawatir bang kalau iklan lewat channel kamu akan gwe skip tak support terus kamu bang terus karya ba,netral
5457,jangan khawatir lim gw salah satu hatter lo supaya lo bisa makin maju v,netral
5458,jangan lihat orang dari videonya saja nih lihat ericko lim beramal sholeh,netral
5459,jangan lupa coli,netral
5460,jangan lupa coli,netral
5461,jangan lupa follow juga instagram pani jrx gapake,netral
5462,jangan lupa like kontol,negatif
5463,jangan lupa mampir my channel,netral
5464,jangan lupa tekan tombol like x,netral
5465,jangan makan omong orang bang tetep karya bang walaupun konteng kamu toxic situ aku ketawa tertawa aku kesel aku buka channel kamu langsung ketawa tertawa gara toxic kamu bang,netral
5466,jangan menilai buku dr sampulnya,netral
5467,jangan mudah serah bang,netral
5468,jangan munafik rik kalau beneran niat kamu cuman hibur coba buat batas umur nya video kamu yg nontonin kamu anak yg notabene suka contoh apa dia liat peace love and skridipap pap awe awe,positif
5469,jangan nangis bang jelekisstrack hatters nggak kayak atta geledekoutube rewand nggak ada yg bikintd,negatif
5470,jangan ngaruh ama hujat haters koh erik kamu perlu d bully jg udah dongo sendiri kok ad yutuber tolol kaya kamu lg d dunia peryutuban tetap mjd yutuber paling anjin aku dukung kamu koh,negatif
5471,jangan ngejelekin erickolim kasi,negatif
5472,jangan nilai buku sampul,netral
5473,jangan nilai orang covernya cuyy,netral
5474,jangan nilai orang luar aja tentu lebih baik dia,positif
5475,jangan nilai orang tampil nya,netral
5476,jangan nyerah bang kene ndukung koe majukno channel iki su salam asu,netral
5477,jangan peduli haterr ,netral
5478,jangan peduli in aja tuh heater ngentod asu emang bocah kontol,negatif
5479,jangan pernah harap sama org yg punya kapasitas didik by cok muslim ssungguhnya y cma kapasitas,netral
5480,jangan pernah merasa jelek kerena banyak yg ngebully lu itu ciri khas lu klw lu berubah lu bukan ericko lagi p,netral
5481,jangan pernah nonton video erickontolim pake headset sayangi gendang telinganmu,negatif
5482,jangan skip iklan boejankk,netral
5483,jangan skip lah video awkakwkawkak nonton baru tau rasa kamu,netral
5484,jangan sok edgy bangsat,negatif
5485,jangan takut bang ada soapers yg dukung kamu,netral
5486,jangan takut hina rik hahahah,netral
5487,jangan tanggepin haters cukup bikin video tentang haters aja tapi ga boleh ditanggepin cukup bikin video tentang haters aja someone said,netral
5488,jangan terlalu pikir benci benci punya pikir sendiri,negatif
5489,jangan tolol lah lu semua para bocah gblk lu comment ngatur ericko hak lu apa pler lu itu siapa situ tuhan bukan kan ajg dia yg makan jembud dia yg ngerasain bukan lu taik dia yg pengen melet ga nganggu hidup lu tolong lah tolol jan di pelihara mendingan lu melihara ayam berguna dikit tolol lu bilang dia tolol atau apa lah trus masalahnya buat lu apa njing ga ngaruh ama hidup lu kan lu bilang dia ga ada guna buat negara lu buta atau apa kmrn dia ikut asian games itu buat indonesia,netral
5490,jangan utus teroris isis men takedown chanel agama paling family friendly dunia is this konspirasi iluminati,netral
5491,jangn urusin semangat terus bang,netral
5492,janji botak mana goblokkkk,netral
5493,janji botak udah di tepatin lom shi,netral
5494,janji kamu mana rickk botakk botak gua nunggu channel kamu nunggu kamu botak ilang engga,netral
5495,janji lu mana ajg katanya jt subs mau botak,netral
5496,janji lu mana rickk botakk botak gua nunggu di channel lu nunggu lu botak ilang engga ya,netral
5497,java cheater serius brooo akun fake kali g,netral
5498,jawaban so simple mantab beri heaters kata mutiara coy,netral
5499,jawabnya kek motivator nih ,netral
5500,jdi gw hrs jdi soper atau haters nih biar berguna hwhwhwoowowowoehwhwhhw,netral
5501,jdi pinkguy lgi ngapa,netral
5502,jdi youtubeer mudah cok haters nda ad otak bapakkau tanding bola gocek tonton,netral
5503,jebut anjg yg penting aku tetep soapers,netral
5504,jefri junaidi kamu liat diri kamu sendiri kamu ganteng kagak kalau kata gua ericko ganteng juta subscribe emang kaya jefri subscribe,netral
5505,jelas erick keren bilang keren wkwkwk gila kamu ndro,positif
5506,jelas tai video didik mending keren,negatif
5507,jelek kamu reza arab lebi ganteng pada kamu tonton anjink gtv noh,negatif
5508,jembot rasa nya asin keremes jembot apa ayam geprek edah mutu ush nonton mana dsr bocah kontol kamu malah nambahin adsen makanya kalau jadi haters yg pinteran dikit napa dsr otak micini bagaimana mau kenal sumber uang yg dpt tu haters heran haters banyak erik makin upload video tiap hari biar dpt content banyak haters banyak uang makanya sekolah dulu yg bener dek,negatif
5509,jembut,netral
5510,jembut asin kremes enaktos,netral
5511,jembut numbuh,netral
5512,jendral ff sama kyak aku bngsd,netral
5513,jeprut,netral
5514,jes no mimin goblok,netral
5515,jess no bokep,netral
5516,jessnokontol apa jessiskampang,negatif
5517,jessnolimit,netral
5518,jesswithlimit pedo,netral
5519,jgn asal sebut nama isis bang dilacak tau rasa lu,netral
5520,jgn hapus chanel ini bang,netral
5521,jgn lupa subs ade nya enriko lim ya gaesss cennel ade nya yg ini n,netral
5522,jgn mudah menyerah bang dan jgn sampe bang erick hpus channel buat gue konten lo itu sangat berguna bang di kalangan gamers dan satu lagi bang jgn lupa upload video tentang free fire bang terus pesan dari gue jgn hiraukan yang menghina kita karena hinaan adalah sumber semangat hidup untuk mencapai mimpi ,negatif
5523,jgn terlalu di pikirin bang erick soal hatters ,netral
5524,jhoe ntn pasto apaan ah pernah ngentod  wah gilerickolim,netral
5525,jhoe ntn sini kirim wa lu,netral
5526,jhoe ntn wah u kecil udah pernah ngentod  wah gilerickolim,netral
5527,jijik,netral
5528,jijik anja sok seksi banget becanda balcore deathcore gaming unfaedah monggoh siap subscribe balik gan,netral
5529,jijik bilangin org kontol tpi video nya di tonton lu smua sadar gak sih lu smua iri tau iri berarti tak mampu wkwkwkwk heters keg kontoll benci tpi di kepoin gan jess no limit subscribe channel gue,negatif
5530,jijik gua liat muka kamu moga kamu masuk neraka hell for you jink,netral
5531,jijik how to chanel how to basic subs lebih banyak dari lu memang dari lu subs k dlu lu udh bgini kok menghibur walau gila gw inget tu waktu lu bikin vidio make baju filthy frank atau ga yabg yang susi ngomong ngentod wkw ya ini cobaan laah kan udah juta wkwk kecuali dulu waktu sekitar k an dikit yg hateklo mau tahu kenali dekati gk cocok pergi simpel kan,netral
5532,jijik nonton videonya gk berpendidikan unsuscrober aja,netral
5533,jijik tol l,netral
5534,jir endingnya lama cm kok bangga kamu mau punya memek sini aku potong pelerlu jangan sok sok kontolll,negatif
5535,jir gua ngakak bgt,netral
5536,joke vulgar tidak garing channel kont l unsubscribed aku i quit bye,netral
5537,jokes yang lu sajiin itu ga cocok buat manusia manusia kek mereka rick karena mereka sukanya hai teman teman mulu kagak ngerti subtext yang lu sajiin dibalik jokes toxic lu ,positif
5538,jokowi kontol,negatif
5539,jomblo,netral
5540,jones,netral
5541,jsjsjssnsjallajajqhwhakshs,netral
5542,jt isep pentil gazi rick wkwkwk,netral
5543,jt isep tetek anjing rik,negatif
5544,jt sub botax kin jembt v,netral
5545,jt sub hapus chanel rik,netral
5546,jt subs amin,netral
5547,jt subs amin,netral
5548,jt subs gada yg belain kwkwkwkw,netral
5549,jt subs mana kuat tahun ini,netral
5550,jt subsciber botak,netral
5551,jt subscreb pasti bisa,netral
5552,jt subscribe botak mana botakk woooiiiii tytyd,netral
5553,jt subscribe botak mne vidionya udah hapus,netral
5554,jt subscribe gelud sama aku kuy,netral
5555,jt subscribe hapus chanel rik,netral
5556,jt subscribe live ngntd,netral
5557,jt subscribe live streaming coli,netral
5558,jt subscribe livestream coli tuju like bro,netral
5559,jt subscribe reveal otong,netral
5560,jt subscribe tangangannya botak dong rick,netral
5561,jual diri rik skip bangsat,negatif
5562,jual iba bang,netral
5563,jual tombol jembut,netral
5564,juga,netral
5565,jugaujur kamu sunat,netral
5566,jujur,netral
5567,jujur aja sih yang di lakukan erick kolim adalah yang ingin saya lakulan tapi saya gak bisa karna terhalang oleh suatu hal jadi anggap saja yang di lakukan erick kolim adalah sebagai dunia fantasi saya keep smile,positif
5568,jujur aku jadi erico lim panutanqu aku orang nya toxic suka bikin orang marah aku kamu kalau aku cewe dah ku ajak ngentod elu biar anak ultra toxic kamu bayangin keluarga toxic hidup rumah,netral
5569,jujur aku trmsk haters kamu bang erick,netral
5570,jujur bang aku peduli kamu mau makan jembut mau masalah sama arap mau kamu makan tai aku peduli gua cuma manfaatin kamu buat diri aku ketawa,netral
5571,jujur chanel hilang stresss,netral
5572,jujur gua hibur kalau bang ericko lim bicara kasar,netral
5573,jujur gua males lihat muka kamu rick njiirr,netral
5574,jujur gua suka erick bukan konten karena ganteng,positif
5575,jujur gua tertawa pas menit v,netral
5576,jujur kamu orang nya pantang nyerah si reza mau di rewind kamu tetep mau bikin kamu punya prinsip,netral
5577,jujur klo lu bilang diri lu ganteng gw gk setuju rik tp klo lu bilang lu jauh lebih ganteng dr si arap gw sangat setuju wkwkwkwkwkwkwkwkw,positif
5578,jujur males baca komen kan gua gak punya channel youtube nih ngapain baca komenan orang bagus bang erick bikin lagi dah baca baca komen kayak gini seru ngakak banyak yang gak sukak padahal mudah tinggal gak nonton aduh banyak yang gak berotak yang nonton ya gitu yawes fighting bang setidaknya aku tau jika niat bang erick gak buruk d,positif
5579,jujur ni chanel hibur aku lagi bosan,netral
5580,jujur rick gua ngefans sama lu bukan karnaa lu gantengg yaa rick muka lu gada bedanya kayak aspal perempatan jalan rick ,positif
5581,jujur si pertama kalih liat video luh fb disituh gua mulai ketawa asik denger kata elu yg akan engga takut chanel elu tolak google btw google hapus chanel elu,netral
5582,jujur ya gua tau channel ini gara gara temen gua ngehate erickolim eh gua malah subscribe,positif
5583,jujur yaa se toxsic nya eric aku suka dy dia pura pura baik camera bahkan dunia peryoutubean semangattttt eric,positif
5584,jujur yutuber yg paling gw suka cuma ama nih orang because dia no pencitraan dan ga munafik yah walaupun dia kek kontol dan karena dia kek kontol gitu gw suka njirr,negatif
5585,julie bodo,netral
5586,junzzy haha kena bait gw lo,netral
5587,junzzy hatters detected,netral
5588,junzzy males,netral
5589,just for money,netral
5590,justru gara kamu toxic aku tertawa bang terus toxic kamu sampe jadi king of the toxic,netral
5591,justru ngatain channel bagai hibur bro buat keluarin unek,netral
5592,justru orang bangke kaya gin lestari kembang biak di lindung,netral
5593,justru yg gak biasa banyak yg nice comment jing,netral
5594,juta botak woy kntl,netral
5595,juta dibilang ga ada yg percaya wkwkwkwkwk,netral
5596,juta subs botak katanya,netral
5597,juta subs botaknya mana kntl,netral
5598,juta subs potong gundul lah njing,netral
5599,juta subscribe botak,netral
5600,juta subscribe cium cewek kamu cipok teruss,netral
5601,juta subscribe ngentot sama pacar mantan bang auto adsens,netral
5602,k,netral
5603,k dislike kontol,negatif
5604,k h o n t o l,netral
5605,k o n t o l,netral
5606,ka,netral
5607,ka eri kolim bahasa nya jaga,netral
5608,ka eric semangat aja ya kontol,negatif
5609,ka erick keren,positif
5610,kaca mana,netral
5611,kacamata min bang bukan,netral
5612,kadal gencet,netral
5613,kadal kegencet wkwkwkkwkw ajg si,netral
5614,kadal kegencet wkwkwkwkkw,netral
5615,kadang anjing bukan ini,negatif
5616,kadang bang haters suka ngaca kalau mau hujat orang contoh tadi yg bilang sok ganteng terus aku mikir gin bang emg kamu ganteng apa ampe ngatain orang sok ganteng aku pen tertawa banget sama haters kamu bang yg engga mikir dulu kalau mau ngehujat alah bener akan balas sendiri nya makas salam ib,positif
5617,kadang benci tidak tau diri anjing ngatain org tidak ngaca ttep semangat rick,negatif
5618,kadang harus pantat tebal hadap babi babi bicara gud mang,netral
5619,kadang orang punya otak gapunya akal wkwk udeh tau gasuka masih aja tonton wkwkwkkw,positif
5620,kadang suka lucu sama haters yang komen nge hate tapi kata hewan dan abcd keluar malah sok bijak lagi benerin dulu bahasa lo kata abcd lo juga buat rusak negara n generasi bocah,netral
5621,kafir angkat tangan,netral
5622,kaga suka nggak usah nonton anjing ane ngakak goblo juga liat yt kan cuma buat hiburan,netral
5623,kaga tau kenapa gua bosen sama erick karena jarang upload mending ke erpan dan lucu dia dah gitu ganteng kaya gua,netral
5624,kaga yg ngaruh njer wkwkw,netral
5625,kagak gw skip iklan demi adsense lu,netral
5626,kagak tod,netral
5627,kagak usah di bela erick mah dia juga kagak peduli ma gituan v,netral
5628,kaget gua njir est anjeengg gua suka sama karya kamu bngst good luck erick,negatif
5629,kaget gua sama intro wkwk,netral
5630,kaget gw njeeng,netral
5631,kagk usah di pikirin bang haters itu bang berkarya aja terus bang gua terhibur kok ,netral
5632,kak ajar dong dengerin saran positif orang,netral
5633,kak erick kalau tato gitu and rambut pirang ibadah nggk tanya,netral
5634,kak ericko reza arap bagaimana,netral
5635,kak eriko makan jembut sekali dong,netral
5636,kak ini dwi digultik bulungan tdi dah sub,netral
5637,kak kurang ngomong kotor dong banyak anak kecil nonton,netral
5638,kak nama haters kakak ngentoters,netral
5639,kak rik aku tau kok kamu gmna orang,netral
5640,kak tetep semangat yaaa walaupun kamu bacotin sama netizen tepi kamu kudu kuatt,netral
5641,kaka kok kocak,netral
5642,kaka rindu sama tete nya,netral
5643,kakak gantwng sekali,netral
5644,kakak kimi himetentang lu bang jfi dia itu sok tahu,netral
5645,kakak lw,netral
5646,kakak sok pede,netral
5647,kakkk erikkkkkk love uuuuuuuu,netral
5648,kala aku ngebuka youtubs liat ya auto nonton,netral
5649,kalau ada ngehate kamu kamu bakal dapet duit lah bego,netral
5650,kalau ada orang riau yg baca comment kuu berhantam yok,netral
5651,kalau akal sehat ganggu bagaimana bang,positif
5652,kalau aku saran buat youtuber jangan saling jelekin inget sama tuhan bisa kenal bisa hasilin duit sendiri syukur yaa,negatif
5653,kalau anak kecil bisa bedain mana yg benar mana yg salah yg lihat pertama kali dia anggap keren dia pilih,positif
5654,kalau banding arap ganteng kamu rik,netral
5655,kalau banyak suka ericko lim ngapain lihat chanel nya tidak usah lihat chanelnya,positif
5656,kalau beli subescseber auto miskin,netral
5657,kalau bikin batas g dpt adsense,netral
5658,kalau channel kamu didik lebih baik hps aja channel lunya kontol u,netral
5659,kalau didik maksud kategori channel didik itu serah kamu rick kamu buat konten hak kamu kamu bebas expresi channel youtube kamu ada yg ngehalangi kamu buat kreasi gua nonton channel kamu gua hibur ketawa mulu konten kamu rata rata bikin gua tertawa,netral
5660,kalau erik ngak ganteng dia punya pacar,netral
5661,kalau ga suka ga usah di tonton kntlll,negatif
5662,kalau ga suka ga usah nonton,positif
5663,kalau gak suka gak usah nonton anj nk wkwkk never giveup bang untuk berkarya,negatif
5664,kalau gak suka jangan di tonton anjink,negatif
5665,kalau gasuka gausah nonton kntl,negatif
5666,kalau gasuka usah nonton kentodd hatters gblk,negatif
5667,kalau gk suka gak usah ditonton haters kontol gampang kok binggung ama netizen peler nyuruh orang jadi baik emang situ siapa,negatif
5668,kalau gua si lu itu menghibur bang terkadang perlu juga yang gila kaya gini biar berwarna gitu ini hidup haha oang mantap bang buat konten yg lebih ngankak lagi dong bang,positif
5669,kalau gue jadi erick,netral
5670,kalau gue top comment gue hapus emel dari hp guaa,netral
5671,kalau hamilin gitu ngilu tu memek nya iya dah seperti mak kamu,netral
5672,kalau hater ga suka jangan banyak ngomong ga usah di tonton aja pake otak lu lah lu mau ngelaratin si erick ya ga usah nonton chanelnya,positif
5673,kalau hatters ngesubscribe bagaimana,netral
5674,kalau jahat bukan haters tolol,negatif
5675,kalau jahat nama bukan haters goblok,netral
5676,kalau jelas napa kamu tonton,netral
5677,kalau jhat seru khntl nnti neraka sepi,netral
5678,kalau kagak comen jahat kamu bakal dapet duit,netral
5679,kalau kamu direndahin usaha tinggi taik,netral
5680,kalau kamu haters g suka erick mending pergi aja anjing,netral
5681,kalau kamu haters ngapain tonton anjg emang ni haters kontol,negatif
5682,kalau kamu kwn ni terus anak kamu subscribe channel kamu terus tanya kamu pah papa ngapain kok ngentod anjing gitu anjing,negatif
5683,kalau kamu nyari faedah tidak buka channel faedah bngsti bikin tertawa,netral
5684,kalau kamu semua suka sama si erick kontol konten konten nya mending usah nonton lah kalian cuma nambahin hasil aja anjing,negatif
5685,kalau kamu yg suka perlu liat wkwk,positif
5686,kalau kata uncle ben with great powers comes a big responsibility,netral
5687,kalau kelian suka cukup usah tonton kamu tonton komen jelek apa tetap aja duit ngalir kamu yg komen apa taik nya eriko,netral
5688,kalau ketemu ingin rasanya gua beri tai punya gua ke muka lu yg kaya pisang sisir,netral
5689,kalau koment mikir dulu kontol haters anjing,negatif
5690,kalau konten berhasiat kok kagak negatif gitu aneh aku ini hubung elit global,netral
5691,kalau lain ngehindar komentar sadis hatters yg satu emang pro ea good lah kau boedjank aku hibur xd xd xd,netral
5692,kalau liat liat lebih lama muka ericko lim kok mirip afif yulistian yak,netral
5693,kalau mau banyak ngebuly kamu jangan gitu,netral
5694,kalau mau jadi haters jangan banyak bacot yaudah usah subscribe aja jangan ngomongin orang intro dulu diri senduri baik buat orang kalau kalian haters mau ercol mau tutup chanel yaudah jangan tonton and subscribe,positif
5695,kalau mau liat chanel mendidik dah berfaedah gak usah nntn chanel ini goblok ini hiburan kalau kalian nntn ini buat ngata in mending gak usah ditonton karena kalian percuma nntn dia tetep ajh kaya  coayak gitu semangat rick,netral
5696,kalau mau nonton sii erick tidak maksa sii buat nonton,netral
5697,kalau mau tonton hapus dong chanel luu tenge noobbb kontol,negatif
5698,kalau mggak suka usahnonton anjingggg,netral
5699,kalau mikir,netral
5700,kalau mikir kenapa ngelakuin wkwk yakin sih kamu bakal stuck situ aja,netral
5701,kalau misal haters suka nga ushh tonton lah goblog buat apa yh malah bang erick dapet duittkin gua tertawa anjir,positif
5702,kalau mode serius ditanya orang sok bijak kata nya ,netral
5703,kalau muka erik kaya kontol aku tuju so erik niat ngehibur anjing sesimple tapi pikir kamu low nonton anjing jadi kamu haters erik and erik sama muka kontol,negatif
5704,kalau nga suka nga usah tonton kntd,negatif
5705,kalau ngak suka,positif
5706,kalau ngatain erick jelek berarti dia ngatain yang udah ciptain erick juga dong,negatif
5707,kalau ngehate ngapa nonton nak,netral
5708,kalau ngejek kin elu biarin aja rik mungkin iri kami soapking tetep slalu dukung chanel kontol kamu bangst tenang aja ya kontol h h h h,negatif
5709,kalau nyanyi gitu berarti plagiat konten juga dong nonton vidio lo cuman beberapa doang yg jadi hatters ericolim jadi blm tau batul karakter eric kayak gimana aslinya soal youtube rewind menurut aku itu adalah suatu karya terbesar ericolim dkk sa bahaya masa hal se simple ini anda tidak tau atau apakah benar di belakang layar anda bajingan juga ,netral
5710,kalau pengen pintar cari chanel yg berpendidikan kalau cari untuk hiburan tonton chanel eric mikir kontol,negatif
5711,kalau sini pinginya aku penginya komen as sama an ing aja biar rame hahahaaa anjayy maannn,netral
5712,kalau suka ericko lim mending gausah komen ama nonton video benci kontol buaya,negatif
5713,kalau suka gausah nonton goblok ma bang ericko kamu sama aja fans tod tiap video tonton lol,negatif
5714,kalau suka gausah tonton,positif
5715,kalau suka gosah nonton anjing,netral
5716,kalau suka jan liat anjing mudah,netral
5717,kalau suka jangan nonton anjing benci kontol bisa cuman kommen,negatif
5718,kalau suka jangan tonton anjing susah tolol emang netizen indonesia just for fun video bang erick ahhh kontol netizen indonesia jomblo abadi haters ericko,negatif
5719,kalau suka sama bang erik unsub simple ajg sedia payung hujan sedia cermin ngomongin orang,positif
5720,kalau suka syukur kalau ya gapapa sesimple anjing,netral
5721,kalau suka tidak usah tonton anjiing,negatif
5722,kalau suka usah nonton anjeeennkkk,negatif
5723,kalau suka usah nonton kalau nonton kepokmn kok hilang,positif
5724,kalau suka usah nonton mereka yg suka nonton,positif
5725,kalau suka usah nonton mudah anj nggg,negatif
5726,kalau suka usah nonton orng nya banyak suka ngurusin hidup orng jadi jangan heran haha,positif
5727,kalau suka usah nonton tongkol babi pagantegek kamu makin kaya ngurusin orang hidup kamu tentu benar sampah konten eric buat soapers bukan haters jadi haters diem aja like lebih banyak dislike memek,negatif
5728,kalau suka usah tonton anyinggg,positif
5729,kalau tuju kamu buat ekspresi fantasi subscribe kamu buatin vidio incest tunggu,netral
5730,kalau yg blg kamu tolol rik balikin tolol haters mau bikin melarat aja ikutin content masih aja komen tiap video mangats rik lel i teak,negatif
5731,kalean ngehaters kurang kerjaaan kalau suka simpel usah tonton,positif
5732,kalem,netral
5733,kalem bang aku untuk mu aku dukung mu no toxic no life,netral
5734,kalem bang walaupun kamu kya k kontol muka kaya memek chanel kamu ampas aku tetep benci kok sama kamu,negatif
5735,kalemin bang mungkin itu orang yg mampu jadi youtuber youtuber yg ken punya subcriber juta wokwokwok jadi haters kok bangga tolol,negatif
5736,kalemin bang mungkin mereka itu adalah orang yg gk mampu jadi youtuber youtuber yg pengen punya subcriber jutaan v wokwokwok jadi haters kok bangga tolol,negatif
5737,kalian aja yg nilai eriko lim lebih,netral
5738,kalian hate youtuber mereka bisa beli mobil rumah,netral
5739,kalian hater fucking,netral
5740,kalian haters banyak bacod bikin channel yutub aja gabisa kalau pun viewernya misqiuen kalian g ngedit dasar tolol,negatif
