,text,sentiment
6562,tidak semua anak kecil udah beda mana yg baik mana yg buruk bro ini youtube bebas semua usia aku cuma mau kasih tau kamu yg skrng bukan kamu yg dulu subcriber kamu dah banyak yg nonton banyak power influencer kamu punya kuat yg besar bisa pengaruh banyak orang yg kata aw karin jdi saran aj skrng kalau mau bikin konten jangan dulu yg langsung pintas makan jembut lebih dipikirin karena kamu punya power yg gede skrng cuma saran doang makasih belum,negatif
6564,tidak suka ericko lim unsub aja bego anjing noob,negatif
6569,tingkat bang lah antep haters memek anjing mah bagus bang tertawa liat nya wkwkwk,negatif
6571,titit,netral
6572,titit coly bang plis,negatif
6580,tolol tapi gue suka njeng,negatif
6581,tolol tapi gue suka njeng,negatif
6601,toxic boleh bego jangan anjenggg,negatif
6609,toxic ngentot,negatif
6639,tukang makan jembut provokator fuckkk,negatif
6642,tumben ada faedah sedikit ngentot,negatif
6643,tumben erick ngomong yg bener bukan memek ato segala macem,negatif
6652,tunggu video dua bang terusin konten bangies jadi orng yg pintar dikit kalau kalian ken konten yg didik nonton berita aja sana cari konten yg memng mndidik tonton pak mario teguh berita lain gampng ini mau broo masa bego aja,negatif
6665,udah bang kalo kata gw si nikmatin aja yg komen begitu lagi udah jadi sarap tiap hari ini komen kya gtu si,negatif
6670,udah deh youtubers udah susah ngedit bikin motifasi modal ngapain di susahin di komentar gunain kata bijak mereka bodoh,negatif
6676,udah gua mah tetep suka lu meski kadang lu kontol tapi gua suka,negatif
6681,udah la anjg ngakak gu monyet kadl gencet la muka ky peler la anjg ngakak,negatif
6694,udh gw tebang njing bau memek omong jorok yaa dosa lo sendiri yg nanggung asal konten lo ga nyinggung agama atau politik ok jing,negatif
6717,untung gw fans lu rik kelampug geh rik di tulang bawang lu gk gk ush autis kntl buru meet n greet di lampung,negatif
6719,untung pantat kamu tebel bang,negatif
6737,upin ipin bacot,negatif
6739,upload content hatersnya bacot bacain hate comment hatersnya diam true,negatif
6754,ush ngomong kalau youtube didik kalau kamu pas polos nya nonton bokep youtube,negatif
6782,video paling faedah bisa ngasih tau klo erick di video nya nggk patut di cpntoh lu semua yg bego nyet,negatif
6799,w bukan haters w suka nonton eriko lem lucu muka kya kontol kecepit wkwkwk,negatif
6813,wad my senpai the bast lah terus kaya lah my senpai kampang,negatif
6819,wadoo pas bilang memek emak gw lewat asw sangka nonton skidipapapppppp sawadikap,negatif
6867,we kntl banyak iklan bangsat aget gua baik ama lu jadi gua gak skip kntl,negatif
6874,weh anjir iklan banyak banget a nunggu channel kamu nunggu kamu botak ilang engga,negatif
6875,weh anjir iklan banyak banget a nunggu di channel lu nunggu lu botak ilang engga ya,negatif
6877,weh haters kontol kalo luh gk suka sama erick gk ush di sini,negatif
6878,weh rick jadi pink guy lah ngtd tlol idiot,negatif
6895,whatt the ngentot,negatif
6898,why memek ngilu,negatif
6912,wik wik wik wik wik wik ih ih ih ah ah ah bau memek,negatif
6926,wikwikwikwik coba bikin video prank wikwikwik kerja bisa bacot doang soaperslu bang,negatif
6929,wkakwakwk mantap anjing,negatif
6930,wkakwkakwk memek ngilu ngakak v,negatif
6931,wkakwoekwkekeoek ngentot kamu rick bikin tertawa,negatif
6932,wkkkwkwk mntap sih kamu bang stiap aku nonton video kamu bawa ny bahagia bikin ktwa njir mntep bang mntep ko lim kalau luar kamera kagak bakal toxic sopan kalau dalam kamera toxic tidak sopan buat hibur tolol,negatif
6943,wkwk auto adsense iklan semua kampret wkwk tertawa aku bangya bikin ketawa lucu gokil unik and kadang garing tapi gua suka gaya toxic kamu bang erick abai haters sampah yg nge bully and ngehina kamu support erickolim ampe jt subscribers brohhh,negatif
6949,wkwk jancok biar chanel lo gk ber faedah tapi gua suka anjing,negatif
6951,wkwk jawab masuk akal semua anjir wkwk mantep kali lah rick,negatif
6973,wkwkw keselekk makan memek,negatif
6974,wkwkw memek ngilu,negatif
6976,wkwkw tarik nafas bau memek wkwkwk,negatif
6977,wkwkw tertawa anjir,negatif
6992,wkwkwk geblek,negatif
7002,wkwkwk mantap anjing,negatif
7003,wkwkwk memek ngilu semangat bang haters mas kurang kerja bisa bacot doang soaperslu bang,negatif
7007,wkwkwk ngakak anjir,negatif
7008,wkwkwk ngakak gua emang betul sih kalo nggak suka ngapain nonton banyak haters banyak duit didik tu banyak anjing,negatif
7009,wkwkwk ngakak ngentot,negatif
7052,wkwkwkwkw sumpah anjir gua tertawa sama laku kamu emang pantes gua liat lekakuan kamu iti bikin gua tertawa anjir,negatif
7057,wkwkwkwkww aku demen bet gaya tengil ericko lim kalau ketemu tidak aku toyor pala anak wkwkwkeke jaya terus rick ntonin video kamu yg ngk manfaat,negatif
7059,wkwwk tai lu menghibar hibur gosah bullshit la memeq yt duit,negatif
7067,woe kamu suka ni video ush nonton dh gblk dripda bully terus nonton aja slow anjenk kamu haters haters kontol,negatif
7069,woey erick tai kapan lo botak,negatif
7075,woi bau memek heters,negatif
7080,woi ericokontoru kocak lu sob kalau ada yg macem sm lu ajak gw ye kita ributin bareng ngentot hahaha,negatif
7087,woi kontol gua suka banget sama video lo yg ini gw nonton iklan lo ga gue skip anjenk tetep semangat njink bikin video tiap hari yg gak ada faedah i luv u bitch,negatif
7088,woi kontol konten kamu tidak mutu dibanyakin kontol ngapain kamu pikirin orang kalau posisi kamu bakal senang udah ngelakuin bodoh bayar jadi saran gua banyakin konten konten kontol tidak faedah,negatif
7098,woooo emang lu doang bang youtubers pantat tebal,negatif
7119,woy erikotolim kamu mau sucrieb kamu banyak link bokep,negatif
7122,woy haters anjing kalo gk suka gk usah di tonton gua mah nonton erick cuma buat neng neng doang lagi gua juga tau mana yg benar mana yang salah,negatif
7132,woy lo anjeng tuju nge subsccribe kan suka ama konten bangsat kalo ga suka ngapaon di tonton ngentot bang ericko tuju ngehibur kalian semua tod ngapain lo subscribe tapi gasuka ama konten bangsat kena trigger dah gua,negatif
7173,yah gua tau bang lu bego tapi gua ga bakal ngikutin lu,negatif
7178,yah si anjing aku suka kamu njing cok babi bikin konten unfeadah aja aku hate komen babiiiiiiiiiiiiii aku hate kamu kaga mau bikin konten unfaedah anjing babi ngetod aku udah langgan tahun lebih kamu ngasih konten unfaedah buat menuhin gizi toxic anjinggggghg,negatif
7190,yang aku heran konten lo gaadak isi faedah nya kenapa banyak yg subscribe mungkin yg subscribe lo otak nya udah miri ngentot,negatif
7194,yang bilang g mutu bokep youtube aja dan laris kamu diem aja,negatif
7198,yang coment coment kok bego bego ya rick wwkwwkwkwkwk gak sekolah,negatif
7203,yang ga suka ericko lim unsub aja bego anjing noob,negatif
7204,yang gasuka ama erickontol gausa banyak bacot dikomment lu cuma perlu unsub trus lapor makin banyak yg gtu miskin dia lama,negatif
7212,yang komennya kaya bangsat dia itu pada iri bang sama lu gua tetep suka lu bang,negatif
7223,yang penting ngentot njing,negatif
7224,yang pertama dan dua itu bukan hate comment cmn autis wkwkwkwk,negatif
7245,yeaahhhhhhhhhhhhh sayanos merasanos terhiburnos denganos kontenos ininos jadi nos kamunos harusbos buat laginos yeaaahaaahaahhahhjj trimakasihhhhh yakulllllllllllllttttt ngentot mpusssssssshshhh bau memek,negatif
7261,yg aku suka ayo tambah tolol jangan tolol ilang yah bangsad,negatif
7264,yg bacot jelas kamu napa aku,negatif
7267,yg bilang kamu jlk buta,negatif
7270,yg coment unsubs otak buat tai tupai,negatif
7283,yg komen beli subcriber bego kali y mikir kamu cung satu juta subscribe kamu beli abis brp duit kamu bego tu yg komen,negatif
7313,yo bangsat cakep aku suka kamu semangat bang tetep dukung elu,negatif
7315,yo lah anak pantek ang mah,negatif
7337,youtube emang ada atur buat konten yg baik didik youtube pernah buat atur bikin konten tidak mutu chanel kamu tolol,negatif
7353,youtuber paling jujur kocak haters bikin eriko lim makin kocak aku ngankak gila bau memek kocak saha,negatif
7358,yucuber pantat tertebal,positif
