,text,sentiment
3328,j,netral
3329,jadi duit tuh coment hahah,netral
3330,jadi fans hatters tunda dong,netral
3331,jadi gin internet semua nya kamu liat paslu ambil positif buang negative,netral
3332,jadi gin rasa punya pro haters,netral
3333,jadi gin subscribe channel youtube gua cuk faedah nya,netral
3334,jadi gin tau m m k,netral
3336,jadi gin tiap channel punya tonton nya masing masing,netral
3337,jadi gin y ni film apa aku kagak ngerti sumpah,netral
3338,jadi gin,netral
3339,jadi gin,netral
3342,jadi gin bang lu kan nyuruh kita subscribe channel lu terus lu itung sampe gitu kan la gw telat di itungan ke itu gimana dong tod,netral
3344,jadi haters ah biar masuk youcube btw kamu mirip dick rick,netral
3345,jadi haters kok sadis tatap dgn tatap sinis yeah v,netral
3346,jadi hatersnya erick makasih akkwkwkwowk,netral
3347,jadi hibur semata,netral
3348,jadi inti haters duit,netral
3349,jadi kalian tobat lah haters tambat,netral
3350,jadi kamu masuk haters apa fans kok malah doain ericko dapet duit,netral
3351,jadi keinget ama video manfaat yakult by erickolim,netral
3352,jadi netijen itu smart dong klo erik kek gitu mana ada coba yg ngikutin pasti kaga kan erik kek gitu buat hibur men lu smart aja gantung yg nonton massa org liat eric melet melet trus yg nonton juga ikut melet melet kaga kan klo smart netijen liat kan mo ericolim melet mo ngapain kan cuma ketawa karena mreka tau klo erik itu buat kontent untung hibur bukan untuk didik klo mau di didik sekolah sono pas pulang sekolah less gausah pegang hp gausah liat yt itu nama didik,netral
3353,jadi uanggggggggg hahahahahahha,netral
3354,jadi youtuber gaharus ngehina lain lah pepek,netral
3355,jadi aku muritmu guruuuh,netral
3356,jadi mereka pupuk bro lo makin subur rikkkk,netral
3357,jahat mana sama kamu bang yg milih tinggal rumah kang sule bapak kamu sendiri karena yutub contoh kembar kamu iky uda kenal jd nyanyi lah elu malah sok sok hidup mandiri ninggalin keluarga demi yutub fak yu,netral
3358,jahat sekali komennya,netral
3360,jalan belanda beli kerupuk,netral
3361,jalanin aja bang abai haters makin banyak haters kamu bang arti iri bisa elu bang,netral
3362,jam intro,netral
3363,jamin tu haters nonton video ni makin bayak dong views abang icko makin masuk trending,netral
3365,jan dengerin hatters bang erick cuman cari sensasi,netral
3366,jan serah rik terus juang dan hibur yee v,netral
3367,jan ngurusin hidup orang bro,netral
3368,jan peduliin para haters rik karna rata rata emng haters itu isi otak bocah smua emng konten lu itu gk didik tapi dengan klakuan lo yng kya gitu smua bisa rasa hibur,netral
3369,jancok,netral
3370,jangan baca,netral
3371,jangan bahas sara,netral
3372,jangan bawa bawa qorygore lim plis,netral
3373,jangan biarin orang buat kamu yakin ngejar mimpilu terus mimpi terus usaha,netral
3375,jangan dengerin bang komen benci nya terus karya aja walaupun kamu toxic ttp kamu youtuber favorite aku mana janji kamu jt subscribe mau botak nya lowbudget semua kamera nokia jadi orang kaya gitu usah anggap lah gua yakin kamu depan lebih baik salam,netral
3376,jangan dengerin haters bang terus karya,netral
3377,jangan dengerin heaters yang gak guna jangan pikirin terus kerja keras usaha mimpi sudah di depan mata,netral
3378,jangan di masukin hati kata kata haters tod,netral
3379,jangan hapus channelny karena tanpa loe indo gk ada chanel yg didik coeg,netral
3380,jangan hirau haters bang,netral
3381,jangan dipeduliin bg,netral
3382,jangan hapus channelny tanpa kamu indo ada chanel yg didik coeg,netral
3383,jangan hina erick aku fans jangan katakatai erick,netral
3384,jangan hirau sama haters ajg,netral
3385,jangan khawatir bang kalau iklan lewat channel kamu akan gwe skip tak support terus kamu bang terus karya ba,netral
3386,jangan khawatir lim gw salah satu hatter lo supaya lo bisa makin maju v,netral
3387,jangan lihat orang dari video saja nih lihat ericko lim amal sholeh,netral
3388,jangan lupa coli,netral
3389,jangan lupa coli,netral
3390,jangan lupa follow juga instagram pan jrx gapake,netral
3391,jangan lupa mampir my channel,netral
3392,jangan lupa tekan tombol like x,netral
3393,jangan makan omong orang bang tetep karya bang walaupun konteng kamu toxic situ aku ketawa tertawa aku kesel aku buka channel kamu langsung ketawa tertawa gara toxic kamu bang,netral
3394,jangan nilai buku dr sampul,netral
3395,jangan mudah serah bang,netral
3396,jangan nilai buku sampul,netral
3397,jangan nilai orang covernya cuyy,netral
3398,jangan nilai orang tampil nya,netral
3399,jangan nyerah bang kene ndukung koe majukno channel iki su salam asu,netral
3400,jangan peduli haterr,netral
3401,jangan pernah harap sama org yg punya kapasitas didik by cok muslim ssungguhnya y cma kapasitas,netral
3402,jangan pernah rasa jelek rena banyak yg ngebully lu itu ciri khas lu klw lu ubah lu bukan ericko lagi p,netral
3403,jangan skip iklan boejankk,netral
3404,jangan skip lah video awkakwkawkak nonton baru tau rasa kamu,netral
3405,jangan takut bang ada soapers yg dukung kamu,netral
3406,jangan takut hina rik hahahah,netral
3407,jangan tanggepin haters cukup bikin video tentang haters aja tapi ga boleh ditanggepin cukup bikin video tentang haters aja someone said,netral
3409,jangan utus teroris isis men takedown chanel agama paling family friendly dunia is this konspirasi iluminati,netral
3410,jangn urusin semangat terus bang,netral
3411,janji botak mana goblokkkk,netral
3412,janji botak udah di tepatin lom shi,netral
3413,janji kamu mana rickk botakk botak gua nunggu channel kamu nunggu kamu botak ilang engga,netral
3414,janji lu mana ajg kata jt subs mau botak,netral
3415,janji lu mana rickk botakk botak gua nunggu di channel lu nunggu lu botak ilang engga ya,netral
3416,java cheater serius brooo akun fake kali g,netral
3417,jawab so simple mantab beri heaters kata mutiara coy,netral
3418,jawab kek motivator nih,netral
3419,jdi gw hrs jdi soper atau haters nih biar guna hwhwhwoowowowoehwhwhhw,netral
3420,jdi pinkguy lgi ngapa,netral
3421,jdi youtubeer mudah cok haters nda ad otak bapakkau tanding bola gocek tonton,netral
3422,jebut anjg yg penting aku tetep soapers,netral
3423,jefri junaidi kamu liat diri kamu sendiri kamu ganteng kagak kalau kata gua ericko ganteng juta subscribe emang kaya jefri subscribe,netral
3427,jendral ff sama kyak aku bngsd,netral
3428,jeprut,netral
3429,jes no mimin goblok,netral
3431,jessnolimit,netral
3432,jesswithlimit pedo,netral
3433,jgn asal sebut nama isis bang lacak tau rasa lu,netral
3434,jgn hapus chanel ini bang,netral
3435,jgn lupa subs ade nya enriko lim ya gaesss cennel ade nya yg ini n,netral
3436,jgn terlalu di pikirin bang erick soal hatters,netral
3437,jhoe ntn pasto apa ah pernah ngentod wah gilerickolim,netral
3438,jhoe ntn sini kirim wa lu,netral
3439,jhoe ntn wah u kecil udah pernah ngentod wah gilerickolim,netral
3440,jijik,netral
3441,jijik anja sok seksi banget becanda balcore deathcore gaming unfaedah monggoh siap subscribe balik gan,netral
3442,jijik gua liat muka kamu moga kamu masuk neraka hell for you jink,netral
3443,jijik how to chanel how to basic subs lebih banyak dari lu memang dari lu subs k dlu lu udh bgini kok hibur walau gila gw inget tu waktu lu bikin vidio make baju filthy frank atau ga yabg yang sus ngomong ngentod wkw ya ini coba laah kan udah juta wkwk kecuali dulu waktu sekitar k an dikit yg hateklo mau tahu kenal dekat gk cocok pergi simpel kan,netral
3444,jijik nonton video gk didik unsuscrober aja,netral
3445,jijik tol l,netral
3446,jir gua ngakak bgt,netral
3447,joke vulgar tidak garing channel kont l unsubscribed aku i quit bye,netral
3448,jomblo,netral
3449,jones,netral
3450,jsjsjssnsjallajajqhwhakshs,netral
3451,jt isep pentil gaz rick wkwkwk,netral
3452,jt sub botax kin jembt v,netral
3453,jt sub hapus chanel rik,netral
3454,jt subs amin,netral
3455,jt subs amin,netral
3456,jt subs gada yg bain kwkwkwkw,netral
3457,jt subs mana kuat tahun ini,netral
3458,jt subsciber botak,netral
3459,jt subscreb pasti bisa,netral
3460,jt subscribe botak mana botakk woooiiiii tytyd,netral
3461,jt subscribe botak mne vidionya udah hapus,netral
3462,jt subscribe gelud sama aku kuy,netral
3463,jt subscribe hapus chanel rik,netral
3464,jt subscribe live ngntd,netral
3465,jt subscribe live streaming coli,netral
3466,jt subscribe livestream coli tuju like bro,netral
3467,jt subscribe reveal otong,netral
3468,jt subscribe tangangannya botak dong rick,netral
3469,jual iba bang,netral
3471,juga,netral
3472,jugaujur kamu sunat,netral
3473,jujur,netral
3474,jujur aku jadi erico lim panutanqu aku orang nya toxic suka bikin orang marah aku kamu kalau aku cewe dah ku ajak ngentod elu biar anak ultra toxic kamu bayangin keluarga toxic hidup rumah,netral
3475,jujur aku trmsk haters kamu bang erick,netral
3477,jujur chanel hilang stresss,netral
3478,jujur gua hibur kalau bang ericko lim bicara kasar,netral
3479,jujur gua males lihat muka kamu rick njiirr,netral
3480,jujur gua tertawa pas menit v,netral
3481,jujur kamu orang nya pantang nyerah si reza mau di rewind kamu tetep mau bikin kamu punya prinsip,netral
3482,jujur ni chanel hibur aku lagi bosan,netral
3483,jujur si pertama kalih liat video luh fb disituh gua mulai ketawa asik denger kata elu yg akan engga takut chanel elu tolak google btw google hapus chanel elu,netral
3484,julie bodo,netral
3485,junzzy haha kena bait gw lo,netral
3486,junzzy hatters detected,netral
3487,junzzy males,netral
3488,just for money,netral
3489,justru gara kamu toxic aku tertawa bang terus toxic kamu sampe jadi king of the toxic,netral
3490,justru ngatain channel bagai hibur bro buat keluarin unek,netral
3491,justru orang bangke kaya gin lestari kembang biak di lindung,netral
3492,justru yg gak biasa banyak yg nice comment jing,netral
3493,juta botak woy kntl,netral
3494,juta bilang ga ada yg percaya wkwkwkwkwk,netral
3495,juta subs botak kata,netral
3496,juta subs botak mana kntl,netral
3497,juta subs potong gundul lah njing,netral
3498,juta subscribe botak,netral
3499,juta subscribe cium cewek kamu cipok teruss,netral
3501,k,netral
3502,k h o n t o l,netral
3503,k o n t o l,netral
3504,ka,netral
3505,ka eri kolim bahasa nya jaga,netral
3506,kaca mana,netral
3507,kacamata min bang bukan,netral
3508,kadal gencet,netral
3509,kadal gencet wkwkwkkwkw ajg si,netral
3510,kadal gencet wkwkwkwkkw,netral
3512,kadang suka lucu sama haters yang komen nge hate tapi kata hewan dan abcd keluar malah sok bijak lagi benerin dulu bahasa lo kata abcd lo juga buat rusak negara n generasi bocah,netral
3515,kaga tau kenapa gua bosen sama erick karena jarang upload mending ke erpan dan lucu dia dah gitu ganteng kaya gua,netral
3516,kaga yg ngaruh njer wkwkw,netral
3517,kagak gw skip iklan demi adsense lu,netral
3518,kagak tod,netral
3519,kagak usah di bela erick mah dia juga kagak peduli ma gituan v,netral
3520,kaget gua sama intro wkwk,netral
3521,kaget gw njeeng,netral
3522,kagk usah di pikirin bang haters itu bang karya aja terus bang gua hibur kok,netral
3523,kak ajar dong dengerin saran positif orang,netral
3524,kak erick kalau tato gitu and rambut pirang ibadah nggk tanya,netral
3525,kak ericko reza arap bagaimana,netral
3527,kak ini dwi digultik bulungan tdi dah sub,netral
3528,kak kurang ngomong kotor dong banyak anak kecil nonton,netral
3529,kak nama haters kakak ngentoters,netral
3530,kak rik aku tau kok kamu gmna orang,netral
3531,kak tetep semangat yaaa walaupun kamu bacotin sama netizen tepi kamu kudu kuatt,netral
3532,kaka kok kocak,netral
3533,kaka rindu sama tete nya,netral
3534,kakak gantwng sekali,netral
3535,kakak kim himetentang lu bang jfi dia itu sok tahu,netral
3536,kakak lw,netral
3537,kakak sok pede,netral
3538,kakkk erikkkkkk love uuuuuuuu,netral
3539,kala aku ngebuka youtubs liat ya auto nonton,netral
3541,kalau ada orang riau yg baca comment kuu hantam yok,netral
3542,kalau banding arap ganteng kamu rik,netral
3544,kalau bikin batas g dpt adsense,netral
3546,kalau didik maksud kategori channel didik itu serah kamu rick kamu buat konten hak kamu kamu bebas expresi channel youtube kamu ada yg ngehalangi kamu buat kreasi gua nonton channel kamu gua hibur ketawa mulu konten kamu rata rata bikin gua tertawa,netral
3547,kalau erik ngak ganteng dia punya pacar,netral
3548,kalau gue jadi erick,netral
3549,kalau gue top comment gue hapus emel dari hp guaa,netral
3551,kalau hatters ngesubscribe bagaimana,netral
3552,kalau jahat nama bukan haters goblok,netral
3553,kalau jelas napa kamu tonton,netral
3554,kalau jhat seru khntl nnti neraka sepi,netral
3555,kalau kagak comen jahat kamu bakal dapet duit,netral
3556,kalau kamu direndahin usaha tinggi taik,netral
3558,kalau kamu nyari faedah tidak buka channel faedah bngsti bikin tertawa,netral
3559,kalau kata uncle ben with great powers comes a big responsibility,netral
3560,kalau kelian suka cukup usah tonton kamu tonton komen jelek apa tetap aja duit ngalir kamu yg komen apa taik nya eriko,netral
3562,kalau konten berhasiat kok kagak negatif gitu aneh aku ini hubung elit global,netral
3563,kalau lain ngehindar komentar sadis hatters yg satu emang pro ea good lah kau boedjank aku hibur xd xd xd,netral
3564,kalau liat liat lebih lama muka ericko lim kok mirip afif yulistian yak,netral
3565,kalau mau banyak ngebuly kamu jangan gitu,netral
3566,kalau mau liat chanel didik dah faedah gak usah nntn chanel ini goblok ini hibur kalau kalian nntn ini buat ngata in mending gak usah tonton karena kalian percuma nntn dia tetep ajh kaya coayak gitu semangat rick,netral
3567,kalau mau nonton sii erick tidak maksa sii buat nonton,netral
3568,kalau mggak suka usahnonton anjingggg,netral
3569,kalau mikir,netral
3570,kalau mikir kenapa ngelakuin wkwk yakin sih kamu bakal stuck situ aja,netral
3571,kalau mode serius tanya orang sok bijak kata nya,netral
3572,kalau ngehate ngapa nonton nak,netral
3573,kalau nyanyi gitu arti plagiat konten juga dong nonton vidio lo cuman beberapa doang yg jadi hatters ericolim jadi blm tau batul karakter eric kayak gimana asli soal youtube rewind turut aku itu adalah suatu karya besar ericolim dkk sa bahaya masa hal se simple ini anda tidak tau atau apakah benar di belakang layar anda bajing juga,netral
3574,kalau sini pinginya aku penginya komen as sama an ing aja biar rame hahahaaa anjayy maannn,netral
3578,kalau tuju kamu buat ekspresi fantasi subscribe kamu buatin vidio incest tunggu,netral
3579,kalem,netral
3580,kalem bang aku untuk mu aku dukung mu no toxic no life,netral
3581,kalian aja yg nilai eriko lim lebih,netral
3582,kalian hate youtuber mereka bisa beli mobil rumah,netral
3583,kalian hater fucking,netral
3584,kalian hina erickolim jelek kalian tunjuk lebih baik pada erickolim hanya mau hibur bukan maksud niat jahat makanya kalau mau komen liat dlu diri kalian sendiri,netral
3585,kalian kalau sosmed ngehina ericko mulu ngatain itu lah,netral
3586,kalian klik pasti warna biru,netral
3587,kalian njing,netral
3588,kalian suci aku penuh dosahhh,netral
3591,kalo bener ada si bovo di yt rewind tiap yutuber auto unsub,netral
3593,kalo di masa yang akan datang gua bikin channel yang kayak lu apa bakal dibully dibully gara niru ericko lim he dasar lu plagiat konten ericko lim oh iyaa mksh,netral
3596,kalo gak ada haters lu gak kaya bang wkwk,netral
3598,kalo gamau anak lu jadi kyk ericko lim gegara nonton vid nya ya suruh main gundu aja su jgn bolehin liat yt,netral
3599,kalo gk faedah yah gak usah tonton anjng,netral
3601,kalo kata attahalilintar work hard pray hard lim dong,netral
3602,kalo lo dijelekin arti lo lebih bagus,netral
3603,kalo lo heaters ya gk usah di tonton gk usah urusin si erik goblok,netral
3604,kalo lu ngusik masalah agama gua unsub lo rik udah lo jalan kaya gin aja rik perlu ada orang yg begini biar yutub ga flat,netral
3605,kalo mama lu yg suruh subcribe sama share pasti tambah bnyak yg sbcrib ric,netral
3606,kalo mau buat video unfaedah,netral
3607,kalo turut gue haters tu aset buat tebalin isi dompet hehehehe,netral
3608,kalo turut gue mah klo cuma ngomong jorok yaa dosa lo sendiri yg nanggung asal konten lo ga nyinggung agama atau politik ok jing,netral
3609,kalo mereka gak suka terus gak tonton lu lu dapet uang darimana erickontolim kan lu tuh hatersnya lu campur subscriber beli,netral
3610,kalo nonton vidio erico lim harus pake headset,netral
3611,kalo subscriber mah pasti bukan haters ya kali youtube kyk ig harus follow subscribe dulu biar bisa liat postingan video,netral
3612,kalou likenya,netral
3613,kalu bukan erick mau buat konten kayak gin lo semua haters emang mau kita enjoy aja gitu biar dia ngehibur kita,netral
3614,kamprer iklan banyak bikin lag,netral
3615,kamu akan ubah kak rik amin semua,netral
3616,kamu baca aku emosi,netral
3617,kamu bangga punya haters haters fans yg tunda rela buang waktu cuma buat cari kesahalan kesahalan kamu buat ngehina kamu,netral
3621,kamu bilang suruh sopan kamu aja ngomong nya sopan punya otak sih,netral
3625,kamu emang ganteng rik,netral
3626,kamu erico lim vidio kamu faedah ma sekali,netral
3627,kamu ganteng kok bang,netral
3628,kamu ganteng kok rick ulala,netral
3629,kamu gantenggg,netral
3630,kamu gentleman anjink mental kamu mental hitler seperti teman kamu anjink yg ngehapus chanel di,netral
3631,kamu gila nga nyadar diri fuck you,netral
3634,kamu jadi terus sugiono,netral
3635,kamu jahat,netral
3636,kamu jahat enak lim,netral
3637,kamu kata kasar bang,netral
3638,kamu katain chhannel orang diri kamu aj blum benerr semangat erick kolim subcriber yg bnykk,netral
3639,kamu kira erick mental kerupuk wkwkw,netral
3640,kamu kira tipi yg didik,netral
3641,kamu ko jamet si,netral
3642,kamu laki apa cewe,netral
3643,kamu licik kamu jahat kamu munafik dasaar anjjjiiiiiiiiiiiiiiiiiiing ibu kamu lacur,netral
3644,kamu lucu bang santai aja,netral
3645,kamu makan nya apa pepe atau aoa gw tetap nonton kok,netral
3646,kamu makan t rex hidup hidup gua coli depan emak,netral
3647,kamu makin kaya santai aja bang,netral
3648,kamu malah jorok jorokin,netral
3649,kamu mau masuk neraka aja gaya,netral
3650,kamu mau sok edgy gitu sok ngelawak terus bilang lucu malah siapa ngelawak anjenk,netral
3651,kamu mau tenar kamu ngejatuhin temen sama youtubers,netral
3652,kamu mesti jaga cakap,netral
3653,kamu ngaku kamu bintang,netral
3654,kamu ngaku raja dsr tempe,netral
3656,kamu ngemis subscribe,netral
3657,kamu ngomong apa si,netral
3658,kamu nilai org tod kamu bsa nilai kamu sndri mcem bnar fck,netral
3659,kamu ning hapus channel aja arap aja jt subscribe sombong kamu jt subscribe kaya udah dunia nye subscribe nya kamu wkwkwk,netral
3660,kamu nonton nulis komen,netral
3661,kamu nyangkutin dewa aku,netral
3662,kamu nyari duit youtube duit kamu hasil nya barokah rik,netral
3663,kamu org riau,netral
3664,kamu percuma sensor tulis m m k tetep kamu ngomong teriak gitu,netral
3665,kamu sabar aja yah turut kamu video buat hibur semua orang walaupun yang tau tuju kamu buat konten so usaha cuy,netral
3666,kamu seksi marco assitennya maille hahaha tempee,netral
3668,kamu setoxic dlu bang,netral
3670,kamu suruh sapa,netral
3671,kamu tau video jesnolimit sama jodie mabar,netral
3672,kamu td bilang kamu bangga,netral
3674,kamu umur berapa,netral
3675,kamu yg gila,netral
3676,kan ada sesar,netral
3677,kan manusia punya akal makanya gunain tuh akal jgn tel gtu aja,netral
3679,kang se ulgi gak salah lagi,netral
3680,kangen aku sama erickontoru kapan rik kamu keluarin lg,netral
3683,kangen dah intro v,netral
3684,kangen gua intro ini anj v,netral
3685,kangen intro,netral
3686,kangen intro ini,netral
3687,kangen intro ini wkwko,netral
3688,kangen intro tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tungtung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung tung,netral
3689,kangen intro njir wkwk,netral
3690,kangen konten yang banyak nge badword kyk pas jadi pinkguy,netral
3691,kangen opening dulu,netral
3692,kangen sama intro yang di video ini,netral
3693,kangen sekali dah ama intro ini c moga lancar terus y ganbatte,netral
3695,kanker ampe dengkul,netral
3696,kaowkwow haters erik rata bocah nak sok edgy di dumay yg rata umurnyaa gk jauh dari umur smp baru naik sma dh tau erick toxic masih ajaa mau dikomenin hatee kaoakwow,netral
3697,kapan acara agama bang,netral
3699,kapan bikin tutorial colj dong rik,netral
3700,kapan botak,netral
3701,kapan botak bang ericko lim,netral
3702,kapan botakkk suu,netral
3703,kapan buat video pb anjg,netral
3704,kapan collab sama qory,netral
3705,kapan collab sama qorygore bang gw tunggu ya dewa feat soapking,netral
3706,kapan draw my life,netral
3707,kapan kamu botak kata kamu rb subscribe botak,netral
3708,kapan kamu mati nek,netral
3709,kapan lagi coba ada orang yg rela makan jembodnya sendiri demi hibur subscribernya meski jijik tp lu ttp lakuin apa yg subscriber request haters itu hanya org yg iri dgn orang lain,netral
3712,kapan maen pb,netral
3713,kapan main pb lagi tot,netral
3716,kapan mau collab sama agung hapsah semenjak gua lihat snapgram kamu janji mau collab sama agung hapsah gua nunggunungguin,netral
3717,kapan ngegym bg,netral
3719,kapan nikah,netral
3720,kapan review mobil lu bang,netral
3721,kapan rilis rewind tunggu ya,netral
3722,kapan upload vidio ngentod,netral
3723,kapan ya w punya hatters kyk lo rik,netral
3724,kapan youtube rewind,netral
3725,kapten liong alhamdulilah verified wkwk,netral
3726,karena haters lu makan kenyang cuk lanjut hahahahahahahahahahahahahahaha,netral
3727,karena ini chanell didik makanya aku subs,netral
3728,karna haters jadi kaya n,netral
3729,kasar nipu hmmm,netral
3730,kasi gws,netral
3731,kasi bang ericko lim banyak heters,netral
3732,kasi delo,netral
3733,kasi haters baperan wkwk kurang dewasa kalian wkwk,netral
3734,kasi jess lagi no duit,netral
3735,kasi lu tod kacang,netral
3737,kasi ya rik yg komen haters bisa ngetik tpi g dapet duit tapi lu mbacain komen dapet duit,netral
3738,kasih aku subscriber dong biar dapet adsense,netral
3739,kasihan lu bang,netral
3741,kata beli kok likernya banyak,netral
3742,kata buat hatters bngst,netral
3743,kata kata inspirasi,netral
3744,kata kata kasar nya sensor biar gal anak kecil liat saran aku,netral
3745,kata kata pribahasa yg bener,netral
3746,kata mau botak bang wkwkwk,netral
3747,kata mau dibotakin tol,netral
3748,kata mutiara terdabes,netral
3749,kata nya channel family freindly kok ngomong nya kaya gitu fp,netral
3750,kata siapa ada bain ericko lim aku bain njink,netral
3751,kata siapa eric subsnya beli eric itu usaha goblok lu cuma bisa ngomongin orang eric banyak subs itu karena kami soapking yang dukung dia ericolim,netral
3752,kata siapa erik beli gw ini sub nya gk di bayar gw sub dia karna dia seru,netral
3753,kata suruh unsubscribe,netral
3754,kata hibur sangat faedah,netral
3755,katain si lim org gila maaf kalian yaang gila,netral
3756,kata ada yg bilang channel lu isi dark joke,netral
3757,kata botak,netral
3758,kata mau botak lo rick,netral
3759,kata nice dude,netral
3760,kaum astronot tanpa roket,netral
3761,kautuh bodo kautu,netral
3764,kayak apiip,netral
3765,kayak yang ngedit erpan,netral
3766,kayak ini yang ngedit erpan v,netral
3767,kayan arap sama kamu lim,netral
3769,ke,netral
3770,ke gw ni bangsad,netral
3771,ke organisasi prostitusi indonesia channel erick di subang,netral
3772,ke tampan,netral
3773,ke triggerd sama haters ea,netral
3774,kebal,netral
3775,kebal bait ea,netral
3776,kebal goblok guna kamu bully erik,netral
3777,balik asem yg hate komen ke lu uda biasa yg nice komen itu yg gak biasagmn sihwk erkolim is the best,netral
3778,banyak drama lu,netral
3779,banyak haters lu pakai akun abal abal,netral
3780,banyak iklan kentod,netral
3781,banyak iklan kntol,netral
3782,banyak yg nonton lu paket hape goblok,netral
3783,keep calm,netral
3784,keep charming rick benar itu gantung dari tonton nya cara buat nanggapi video lo turut gua tetap karya aja sihh,netral
3785,keep it going brother,netral
3786,keep it going rick,netral
3787,keep rising madafaka,netral
3788,keep soapers h gg,netral
3789,keep strong soap kingg,netral
3790,keep up the good work bang gaussh peduliin apa kata haters penting kamu dapet adsense iya kagak,netral
3791,gelap yang terus terang wokwowkwkw siap bang,netral
3792,habis akal gin dah cari adsensenya nak kntl,netral
3793,habis konten si anjenkkk,netral
3794,habis konten ya bang biar ada biaya youtube rewind,netral
3795,kejar jessss,netral
3796,kek buat heters kek ngakak buat heterss sebenernya ntuhh dia nonton lu duluu bang dengan tiba tiba jadi haterss pada hala mah dia juga nonton video luuu wkwkwkwkwk kek,netral
3798,kek reza arap tahun dulu wk baca bacain komen haters,netral
3799,kek comment haternya di buat buat v,netral
3800,kek hetters nya pada goblok atau emank ya goblok wkwkwk,netral
3801,kelahi ja nah bungul mana nah tambuk,netral
3802,laku ku mirip erick tapi gk toxic,netral
3803,kelean semua lupa panutan gua pantad nya tebal,netral
3804,keluar toxic nyajadi ken jadi haters erick mantaaapp,netral
3805,keluarga qymak v,netral
3806,keluarin yang katain lo bang gw bunuh atu atu,netral
3807,mana aja makkk gua kangen ak,netral
3809,kembali intro get ready for the wa lyf,netral
3810,kembang tot aku dukung,netral
3811,ken dadi heter dehh,netral
3813,ken jadi haters gua soapers wkwkwk,netral
3814,ken tau gua org yg dislike ni video gua ajak gelut ajx,netral
3816,kenal cemar dah tu aja,netral
3817,kenal kali,netral
3818,kenapa ada presiden gore,netral
3819,kenapa erickolim niru gaya franky,netral
3820,kenapa gak jadi ama kim hime aja udah nyoba gk m m k org jepang dgn big t taya lo,netral
3821,kenapa iklan luh moba analoggggg qimakkkkkkkkkkk,netral
3822,kenapa komentar arap kmren di hapus ga dibacain juga,netral
3823,kenapa lu ngomong kayak cchannel majelis lucu,netral
3827,kenapa orang pada mau jadi haters cuma nambahin dosa doang,netral
3828,kenapa sih kalian ngatain erikontol yang gk baik padahal dia beri video yang didik buat anak dan buat kalian heters yang baik gk boleh ya bilang erikontol itu gk didik soal dia itu orang yang paling didik dari pada kalian,netral
3829,kenapa yang nanyaaa whahahahha goblok,netral
3830,kentod,netral
3831,kepo kamu njing,netral
3832,rad,netral
3833,keradd,netral
3834,keradd rik wkwkwk,netral
3835,keradeo lu gua download buat bacol hehe,netral
3836,kerasin volume cok,netral
3837,kereeennnn banyak haters auto kayaaa hahahaha,netral
3838,kerek jancok cok,netral
3841,keren benci nya bang riko lim yaa wkwkwk,netral
3845,kerja haters kurang kerja,netral
3846,ketemu ama gua njing,netral
3847,ketemu ericko lim minta foto wkwk,netral
3848,ketika comment haters di baca,netral
3849,ketika org lain sembunyiin komen jelek ini malah di jadiin konten anda cerdas ten nya ngebosenin nora,netral
3850,kiamat bentar lagi ya allah,netral
3851,kiamat besok,netral
3852,kiano pratama apa maksud kamu aduh maaf jangan sirik,netral
3853,kim auto colmek,netral
3854,kim hime nonton kamu khentot,netral
3855,kim hime sangee,netral
3856,kim nya buat aku,netral
3857,kimcil,netral
3858,kim hime bacol,netral
3859,kim pansos,netral
3860,king kamu ganteng kamu ngejelekin diri kamu sendiri hibur banyak oranggue suka gaya kamu btw cuma boong,netral
3861,king of the real soapers,netral
3862,king toxic lanjut kan pokok nya harus toxic kalok gk toxic bukan erico yang gue kenall,netral
3863,kintil video nya motivasi gua bang eric salam family friendly,netral
3864,kintl,netral
3866,kirim diamod kak,netral
3867,kirim iphone k gua dong,netral
3868,kita ambil bagai hibur aja si lucu laku nol lu yg bikin kadang garuk pele mah,netral
3869,kita sama mu erik hhahahah,netral
3871,kita tidur tapi kita juga nonton,netral
3872,kita tonton subscribe eric biar kaya,netral
3873,klik baca lengkap,netral
3875,klo ada haters jangan didengerin boleh bikin lagu v fatfabs,netral
