,text,sentiment
4665,hatters gak punya otak,netral
4666,hatters goblok,netral
4667,hatters goblok kalau suka usah liat ada yg maksa buat kamu liat chanel family friendly goblok gua satu squad suka chanel salam soapers ajg fuck your hatters,negatif
4668,hatters itu emng lama pada gk punya otak anjink lu kalo pada nya bisa comment jelek mending gk usah anjink karya karya dia ngapa lu pada sok an sifat orang itu beda anjink jan lu smain lu ken ericko alim gitu gak bisa bro trus jan muna deh lu ngomong jorok ajh juga sering ngapain muna sih lu hatters kontol dan lu para hatters kaya yahh harus ke dokter otak buat chek tuh otak bebel bego idiot tolol,negatif
4669,hatters kamu bisa buat video bagus erico hatters anjing bacot aja,netral
4670,hatters kok muka nya kaya valkon tetp aja nonton ni channel,netral
4671,hatters kok tau smua yg lakuin sma bang ericko kamu sama aja fans tod tiap video tonton lol,netral
4672,hatters kontol dh tau chanel cuman buat seru an dasar hatters kontol chanel family frendly,negatif
4673,hatters kontolbisanya cuma nyiyir karya orang anjinkpackage cm pasti horny itu cewe lagi gw udah subs kak ody ama erickolim,negatif
4674,hatters lipetan kontol tidak punya kerja mikirin idup orang,negatif
4675,hatters make you famous bang,netral
4676,hatters nya tololl wanjng wkwkwkwk soapers,negatif
4677,hatters otak gada,netral
4678,hatters pokok kudu nonton anjing,negatif
4679,hatters sampah nulis chanel aja msh cenel haha,netral
4680,hatters sangad paranoid,netral
4681,hatters sebenernya cmn iri aja sama bang jadi mau nya hatters gausah pikirin semangat terus bang karya,netral
4682,hatters uang,netral
4683,hattersnya erik kaya kontol bapak,negatif
4684,have fun aja njing,netral
4685,hay bang ericko lim youtuber baik dunia uploud lagi dong tutorial buat makan v,positif
4686,hay erickkontl walau kamu itu tdk guna gak becus suka ngatain orang kaslahan air mani bapalo yg buat bakat jadi anak toxik aku tetap vans sama kau,negatif
4687,hay ka kita yg ketemu di ome tv ke ngeliat comment hater hater v wkkwkw,netral
4688,hay semua,netral
4689,he erikontolim kamu harus update pidio tiap hari njing pliss,negatif
4690,heater goblok lu ikut komen ngebully buat dia banyak duit aja,netral
4691,heater heater panas,netral
4692,heater nya cuma dikit anjingg,negatif
4693,heaters,netral
4694,heaters,netral
4695,heaters aja,netral
4696,heaters bgsd ngakak kntl ajar inggris dlu todak channel hibur yg didik dan nggak nendidik gua subs si erick ya krna gua udah dari awal paham emang video dia nggak didik gua tetep subscribe tetep support ya krna dia entertainer jadi entertainer itu kan pokok hibur nggk harus didik ya kan,netral
4697,heaters cenel sungguh liar biasa sekali bahasa inggris,netral
4698,heaters cenel sungguh liar biasa sekali bahasa inggris,netral
4699,heaters hangat,netral
4700,heaters harga kerja keras k lim,netral
4701,heaters knt l wlwl,netral
4702,heaters kok subscribe,netral
4703,heaters komen duit coy,netral
4704,heaters mah bebas anjing,negatif
4705,heaters maha benar wkwkwk peacecko lim sering setel video wkwkwkwkwkwkwkwk,netral
4706,heaters nya ngediss like ah gula gua ganti micin,netral
4707,heaters nya ngediss like ah gula gua ganti micin,netral
4708,heaters pada nyusahin diri sendiri bangsat gasuka ya gausah nonton anjing kesel gw a,negatif
4709,heaters panas,netral
4710,heaters tolol kamu jelekin erick sama arti kamu ngasi konten erick oceh klean jadi uang goblog,negatif
4711,heaters tololllll,negatif
4712,heaterskontol kalau kamu suka y usah nonton goblok kontol,netral
4713,heaterss kontollc ttp semangat aja,negatif
4714,heatrs adalah orang orang goblog,netral
4715,hebat kamu bang sabar sama coment haters kamu,positif
4716,hebat lu bang ga cape upload tiap hari terus ngurusin youtube rewind sehat terusp anjing,positif
4717,heeeemmmmmmm bau memek,netral
4718,heeei wattsapp broo youtube riwend gimana lo bilang gak bakall ada karna lo gak sana rasa paling penting lu kira gogle sinting muncul jadi jago saat sutuasi genting ahh ini kah idola anak yang ngefans dg gaya gaming lu yang paling bobrok,netral
4719,heeh cing sabar w,netral
4720,heh lu bilang subs gak beli lo liat arap video subs elu paling k gblk kalah lu ngikutin toxian nya arap gak lucu lu solusi adalah lu mati aja gw yg bunuh kalo bisa,netral
4721,hehe ngeri sekali komenya,netral
4722,hehehe erickolim vs reza oktovian,netral
4723,hei hei hei tayo hei tayo dia bis kecil ramah,positif
4724,hello anak slb itu tidak idiot mereka adalah orang orang yg paling istimewa,netral
4725,hello haters v,netral
4726,hellprint lookkit you just like bar bar man,netral
4727,helo,netral
4728,help gua pake henset hik,netral
4729,henti toxic ny pas puasa,positif
4730,heppy aja rik,netral
4731,heran ama yg comment buruk ngapain nonton kalau suka,netral
4732,heran gua ama haters lu rick gak suka tpi di tonton trus bnykan like dri pda dislike nya tampang lu begini gua demen ua skip mamam noh haha klan kok dikit rick cuma gk gw skip,positif
4733,heran gua sama haters udah tau yah kalau erick tu isi channel nya kaya gin mas aja tonton,netral
4734,heran gw sama netijen kok pada ngegad ngntd padahal yg punya ch kalem aja,netral
4735,heran padahal channel sudah beri ingat bukan kaum pantat tipis masih ada nonton aneh emang,netral
4736,here fck,netral
4737,hetars kontol,negatif
4738,heter,netral
4739,heter kontol atta halilintar baik di buly ericko lim suka cakap kotor lo buly lu pilih aja klok lu anak baik ikut atta klok lo mau neng ketawa y lo ikut ini orang yg lucu itu karena bahasa bro jdi lo gk usah sok paling bener,netral
4740,heter sok an lah bangsat,negatif
4741,heter sumber uang,netral
4742,heternya sub arap,netral
4743,heters,netral
4744,heters bisa bikin adsesne,netral
4745,heters goblok sok bijak semua bangsat ngaca bego kata lo itu bener apa gak sok bilangin org pula tolol,negatif
4746,heters is fucking crazy,netral
4747,heters itu gk punya pikir kalau gk mampu ngeyoutube gk apa gk usah jelek in org tod amat nih heters kyk tai heters bangsat coba lu yg bikin konten youtube,negatif
4748,heters itu orang yang mudah baper please jangan ngemis like yang tuju like v,netral
4749,heters jampes,netral
4750,heters kontol gua di pihak erick nih anjing coment jahat lu yg gk guna itu malah bikin erick makin semangat buat bikin vidio hhhhhh sungguh haru buat heters bocah kampung,negatif
4751,heters lo kbnyakan micin wkwk,netral
4752,heters lu banyak bet sabar erick,netral
4753,heters lu iri bangg,netral
4754,heters buat ericko lim jadi kaya tuju like,netral
4755,heters nya ericko rata bocah kwoowkwko v,netral
4756,heters otak lu isi tai primitiv,netral
4757,hetersos kampangos kontolos,negatif
4758,hetes hetos gua tw diri goblok kamu manusia hewan yg cri makan goblok sama aj kamu cri uang pke tenar org,netral
4759,hetrs kontol biar erick didik loh nonton kontol,negatif
4760,hetters baperan konten cumah hiburana aja,netral
4761,hetters kamu banyak kaum pantad tipid mudah bakar pantad nya upgrade dulu makanya kalau mau nonton,netral
4762,hey,netral
4763,hey,netral
4764,hey,netral
4765,hey erico kontol baca jnngan bacot aja ayo main squn kontol main free fire,negatif
4766,hey guys its you re boy erickolim selamat datang channel agama paling family friendly diduniaaaa,netral
4767,hey haters kamu koment vidio org terus koment nya pgn jadi tambah baik kamu sendiri koment nya ngegas negatif apa mau kamu gblok haters,positif
4768,hey haters kamu semua nonton daylen sih video bahas ericko lim si daylen bilang kalau ericko lim kalau luar kamera kagak bakal toxic sopan kalau dalam kamera toxic tidak sopan buat hibur tolol,negatif
4769,hey kalian haters anjing,negatif
4770,hey kalian kalau nyabun atas ooooooo aku nyabun bawah su,netral
4771,hey kalian yg islam kalian percuma kalian baik ngebokep terus peace,negatif
4772,hey lim tolol jes no ktl x botak kamu botak ajg,negatif
4773,hey para ladies apakah kalian rasa memek kalian ngilu telah lihat video inikontol i m not haters ga suka ga usah nonton anjing kalau lo ga mau nonton kalau jijik ya tutup youtube anak anak teruss kasih sandi ngentot,negatif
4774,hey soapkingi am soaperseat powers comes a big responsibility,netral
4775,hey tayo,netral
4776,hey wassap ma fren v,netral
4777,hey wassup ma fren,netral
4778,heyy buat kalian,netral
4779,heyyy,netral
4780,hh,netral
4781,hha haters ke pojokin erick percuma kalian wkwk,netral
4782,hhaha gua suka gaya kamu bang bau maksiat anjay,positif
4783,hhh,netral
4784,hhhh lucu banget ericko,netral
4785,hhhh mamfos ente,netral
4786,hhhh udah bagus bagus ajak youtube rewind malah kaya gitu,positif
4787,hhhhh sabar aja dang ericko lim,netral
4788,hhhhh w suka liat lo toxic njir ngkak,positif
4789,hhhhhh bener,netral
4790,hhhhhhh you tobe paling gokil kontol,negatif
4791,hhhmmm,netral
4792,hhhmmm bau memek,netral
4793,hhhmmmm bau memek banyak sekali gua cape nyekip ads nya ngentot t channel bgst,netral
4794,hhhmmmmmfffffttt,netral
4795,hhmmmm video kita ajar nyata komen nyucub eri coli me hate comen,netral
4796,hhuuuupp bau memek,netral
4797,hi,netral
4798,hi jess,netral
4799,hi jgn lupa mampir ke channel ku ya,netral
4800,hi soapking,netral
4801,hi tll,netral
4802,hibur ada menggangu njing,netral
4803,hibur anjinkkkkkkkk,netral
4804,hibur banget anjink,netral
4805,hibur banget lol,netral
4806,hibur harus waras,netral
4807,hibur kimak sma kamu rik terus maju dah sukses bwt kamu erickohimehime,netral
4808,hibur terus bang erick,netral
4809,hibur manfaat good,netral
4810,hibur di menit,netral
4811,hidup adsense,netral
4812,hidup erickkk erick papa gua anjink komtolllll,netral
4813,hidup ericko,netral
4814,hidup haters,positif
4815,hidup ini sudah susah,positif
4816,hidup kadang sangat tidak adill,positif
4817,hidup kamu hina anjing dapatin uang banyak kontol hina bangsad yt moba bangsad isep jempol kaki aku anjing aku bayar kamu gaji bulan,negatif
4818,hidup kdamng sangat tidak adil,positif
4819,hidup kok haters jadi sutradara si,netral
4820,hidup kontol lim hahaha,negatif
4821,hidup lu penuh bug,positif
4822,hidup pantad tebal,netral
4823,hidup pilih rnya elo bang,netral
4824,hidup rad anjing jangan lembek aku suka gaya kamu eriko tahan kontol mu,negatif
4825,hidup raja coli,negatif
4826,hidup sabunnnn,positif
4827,hidup sabuuun,positif
4828,hidup soapking,netral
4829,hidup sudah susah,netral
4830,hidup seperti leritivasi untuk maju salam dari balilu rick ada beberapa persis banget konten njir tolong di kasih cerah ke dia rick,positif
4831,hiduplu kebanyakna iklan anjeng,negatif
4832,hiduppp erickontoruuuuuuuu ululululuuuu,negatif
4833,high comment,netral
4834,hihi,netral
4835,hii,netral
4836,hii kim hime,netral
4837,hiiii,netral
4838,hilang stress,netral
4839,hili kintil,netral
4840,hime hime,netral
4841,hina tetap santuuuyyy wkwkwk,netral
4842,hipokrit lo coba ngatain lo jadi cringe lo gak hasil lo cuma maluin,positif
4843,hirup bau hpppppppp bau memek,netral
4844,hiya hiya hiya,netral
4845,hiya hiya hiya,netral
4846,hiya hiya hiya hiya,netral
4847,hiya hiya hiya wkwkkwkwkwkwk anjir tertawa,netral
4848,hiya hiya hiyaa,netral
4849,hiyaa hiya hiyaaaa,netral
4850,hiyaaaaaaaa,netral
4851,hiyaaaahhh,netral
4852,hllo bang gua datang baruu,netral
4853,hmm,netral
4854,hmm ahh bau memek,netral
4855,hmm aku telat saya cium bau bau sabun sini,netral
4856,hmm bang ericko lim sabar ajh d,netral
4857,hmm bau m m k,netral
4858,hmm bau memeks,netral
4859,hmm kecewa sama mu rick lu bikin janji jt subs botak tapi ga tepat anjingggg,negatif
4860,hmm kok gw cringe y klo ada yg ngomong haters adalah fans yg tunda yutuber selebgram klo ngomongin haters pasti ngomong gitu why gitu haters ya haters itu aja sih,netral
4861,hmm kontol ericko lim item ajg,negatif
4862,hmm pdhl ericko channel naik mood aku satu org nge unsubs tidak rasa les subscribe si erick aja m haters tak mikir cuk kamu sudah mending aplikasi yt nya hapus,netral
4863,hmm sama,netral
4864,hmmm,netral
4865,hmmm bang bukan maksud we ikut campur,netral
4866,hmmm bau memec,netral
4867,hmmm bau memek,netral
4868,hmmm bau memek,netral
4869,hmmm bau mmk,netral
4870,hmmmm,netral
4871,hmmmm bau memec v,netral
4872,hmmmm bau memek,netral
4873,hmmmm bau mmq,netral
4874,hmmmm mantap djiwa v,positif
4875,hmmmmm bau memek,netral
4876,hmmmmm buat bang erik terus lah karya karena masa muda buat karya cari pengahasilan sendiri jangan dengerin kata si cebong,netral
4877,hmmmmm hehhh,netral
4878,hmmmmmhhh bau memeq,netral
4879,hmmmmmhhhhhh bau m mek makanya bedain konten entertaining ama didik wahai netizen yg budiman lama aku nonton erik aku cuman ambil lucu doang emang hibur buat aku contoh sesimple anj nl fuck the haters,netral
4880,hmmmmmm,netral
4881,hmmmmmm ahhh bau memek,netral
4882,hmmmmmm apa yg mau gw comment,netral
4883,hmmmmmmm,netral
4884,hmmmmmmmmmm bau memek,netral
4885,hmmmmmmmmmm bau memek v,netral
4886,hmmmmppsssshhh ahhhh bau mem,netral
4887,hmmppsshh bau memek v,netral
4888,hmmpshhh bau memek,netral
4889,hocus pocus trulasu,netral
4890,hode,netral
4891,hoho mudah ferguso,netral
4892,hohoho mudah ericko,netral
4893,holla erickolim,netral
4894,homo anjing,negatif
4895,homo asw v,netral
4896,homo bngst,netral
4897,horny gw lihat pentil lu rick,netral
4898,horreee akhir erick tambah kaya wkwkwk dasar heters goblok,netral
4899,how is it got monetized wtf,netral
4900,how to basic aja mutu banyak yg suka smp subscribe nya jtaan,positif
4901,how to basic video kyk gitu byk yg suka bahkan org indo juga tp eric yg ga parah how to basic di judge sampe lebih how to basic,positif
4902,htters nya emng kea anjing kalau suka gausah nonton la babi gausah sok an ngomong komen so keras datengin aja nyimeng kntl,netral
4903,hu cupu kamu berani ngejelekin arap liat diri kamu,negatif
4904,humble,netral
4905,humor banget kamu bang hibur aku,netral
4906,humor kamu trlalu rendah boi,netral
4907,hussssshhhhh bau memekklo aku subscribe ama like vid kamu,netral
4908,huuu abg guee,netral
4909,hwhw jangan nilai orang dari luar guys im soapersstengah anjing,negatif
4910,hy gaess,netral
4911,hy haters hatersnya ericko lim jadi orang jangan suka nyinyir doang dasar manusia manusia kontol,netral
4912,hy mamank erickontol lim boleh gak gw bikin video ngedisss elu tol tapi pake music elu cuma lirik doang bikin sendiri,negatif
4913,hy syang,netral
4914,hydup memang tidak adil,netral
4915,i am soapers,netral
4916,i dont give a fuck a fucking bitch,netral
4917,i dont give a fuck you fucking bitch,netral
4918,i dont give fuck fucking bitch ngakak sumpah anjeng lu tol erikontol ahhahahahah good good lanjut anjeng ahahhaha,negatif
4919,i dont giveafuck with a hatrs,netral
4920,i dont like you t series,netral
4921,i feel so good when i hear the intro,netral
4922,i hate you,netral
4923,i have a dream,netral
4924,i have middle finger for you bro,netral
4925,i have some words for haters erick,netral
4926,i like gaya kamu,netral
4927,i like it intro tetetetetet,netral
4928,i like king kontol hahahha bau memek,negatif
4929,i like this chanel,netral
4930,i like you erick kontol wkwkwk,negatif
4931,i like you erikontolim wkwkwkwk,negatif
4932,i like your intro,netral
4933,i like your opinion cobak bang,netral
4934,i like your style bg micin,netral
4935,i lop hater,netral
4936,i love bang eric senpai,netral
4937,i love ericko lim,netral
4938,i love ericko lim,netral
4939,i love ericko lim,netral
4940,i love erickolim,netral
4941,i love erickolim cko lim is back bitches,netral
4942,i love intro,netral
4943,i love soapersking,netral
4944,i love soapkingnd kapan bang jadi nya,netral
4945,i love this intro,netral
4946,i love this intro,netral
4947,i love tocil famous,netral
4948,i love toxic,netral
4949,i love u mathe fackers,netral
4950,i love you,netral
4951,i love you bang,netral
4952,i love you bang erick v,netral
4953,i love you bro bekose only u the next fuckin idiot pink guy and can feel my hart with a good love fuck yeah,netral
4954,i love you erick ummmmmmaaaaa g jijik aja ngga gw tonton v yang ginian baru nonton btw tunggu skandal sama ody,netral
4955,i love you erickolim channel hilang stress,netral
4956,i love you ericontol,netral
4957,i love you erik,netral
4958,i love you hatters bangsad,netral
4959,i love you jess no limit,netral
4960,i love you kontoruuuuuuuuuuuuuuuuuuuuuuu,netral
4961,i love you siska cantik,netral
4962,i love you soapkings aka ericko lim aka ericko timotius lim,netral
4963,i love you you have me,netral
4964,i love your toxic tetap semangat bang,netral
4965,i lovee you ericko lim gw fans berat lu kontol,negatif
4966,i m not one of those fuckin haters but dude you surely have to change the way you behave you must understand how kids nowadays receive things from a public figure like you if you re smart enough you know what the hell i mean can t wait to see you become better and smarter,netral
4967,i m soapers,netral
4968,i m soapers sejati,netral
4969,i m support you,netral
4970,i miss pink guy,netral
4971,i miss that intro,netral
4972,i need you erickkontoru,netral
4973,i see mas mas gore i click like,netral
4974,i see son of zeus at,netral
4975,i still support you,netral
4976,i support you,netral
4977,iam soapers,netral
4978,ian achmaddi iya betil kamu bijaksanal,netral
4979,ibarat naruto lu itu madara arap hashirama sama kuat ga asal bacot doang ada karya msing jdi mo hate jg tpi lu ada karya buat youtube nah yotuber yg ceban sama salah beli tu ibarat tonton,netral
4980,ibu kamu kimak kontol,negatif
4981,ibu lu ngentot ama anjing ya kontol muka asu,negatif
4982,ibuk pkk aja suka ngurusin urus org lg an yutub hibur bisnis suka lah asal sukses kalian kira smua org sama jalan hidup,positif
4983,idiot haters ericko lim hidup soapking,negatif
4984,idol,netral
4985,idola aku kwkw m cakep suer guelaporin aja biar mampus,netral
4986,idola aku selalu ketawa pass nonton video kamu bang kocak abesss terus karya y bang aku tau kamu lakuin semua untuk ngehibur semua,netral
4987,idola dahhhhh mending gw nonton biar dapet hibur ya kan yoi gak bang udel mendem lanjutin lah kontol ehh bego anjing ngentot wehh seru uga ya untuk para haters bang udel mendem gw kasih nih saran ke lu semua heters jadi orang mikir lu jadi heters apa faidahnya ngotak dikit ngapa komenin yang gakjelas doang gitu udah tau bang udel mendem kan emang baik ngasih tau bang udel mendem ya nama juga hibur lu kalo mau liat vidio yang baik baik nonton tv aja untuk lu bang udel mendem chanel yanv bahagia dari gw belum gw mau ngatain lu dulu biar lu tambah semangat fuckkk ngentot kuda anak udeh gitu aja dah untuk lu project yang lu bikin lancar biar biariin,netral
4988,idola gua,netral
4989,idola gua cuih haha,netral
4990,idola gua dong ericko lim konten yg lucu gua neng kalau kamu ngmong kotor soal lucu anjeng kwkw stay positif rik,netral
4991,idola gue boyy,netral
4992,idung jambu,netral
4993,idup jngan dibwa pusing jalanin aja yg lo suka klo gk suka tinggalin gk susah,positif
4994,iericko lim soapking mana suara toddddddddddd,netral
4995,ifar dcmntry haduh toxik itu mirip kaya mabuk dan lain,netral
4996,ignore them just keep toxic ribe hak masing emang mw nonton apa kagak kalau go public sadar dong kalau semua orang akses berapa umur ama apa gender teknologi konsekuensi jaman kalau orang mental situ slalu jadiin ortu merhatiin anak scapegoat tpsitu terus produksi barang konten mulut kebun binatang terus nyalahin orang bebas individu apa salah tu logicnya o iya lagi cari nyari duit jadi rusak mental orang bawah umur buat nyari duit wajar emang mw itu orang tua tentara sekalipun kalau konten gin dibenahin ada ubah kalau hidup kota emang kejam situ tidak usah ditularin ama anak yang mas ajar bagaimana rasa saling hormat dorong konten macam gin laku anak ntar yg sembah situ besar mungkin ikutin situ indah sekali kalau dibayangin jalan tempat umum terus bahasa anak nya njing babik goblok indah banget yusoaper selamat udah ngubah kultur yang ramah n sopan prestasi banget tu,positif
4997,ih ada qorygore ting he,netral
4998,ik jt subscribe like,netral
4999,ikan anel ikan tongkol,netral
5000,ikan haters bang just keep doing what you think is good and entertain us moga cepet jt subscriber ya bang,netral
5001,ikeh ikeh khimochie ngan segala bacot,netral
5002,iklan aku skip anjiiiinnggg,netral
5003,iklan aku skipp bngst cuma buat nambahin kamu buat yt rewind,netral
5004,iklan anda cuman tapi panjang banget anjeng tapi gw gak skip kontil,netral
5005,iklan banyak anjer,netral
5006,iklan banyak beut dah bangsat,negatif
5007,iklan banyak njing wkwk,netral
5008,iklan bayak betool,netral
5009,iklan bisa skip bangsat,negatif
5010,iklan bisa skip knntttol,netral
5011,iklan bisa skip kontoll,negatif
5012,iklan dari awal ampe akhir ga gw skipp,netral
5013,iklan foodpanda mulu tai,netral
5014,iklan ga gua skip buat ganti duit ytrd,netral
5015,iklan ga gua skip mudah itu anjiinnnkkkkkkk,netral
5016,iklan ga gue skip loh rick,netral
5017,iklan ga gw skip iklan nya sedih coek,negatif
5018,iklan gak bisa di skip anjg v,netral
5019,iklan gak di skip,netral
5020,iklan gak gue skip sering in buat video tod,netral
5021,iklan gua kaga skip bang,netral
5022,iklan iklan iklan,netral
5023,iklan kagak aku skip cok,netral
5024,iklan kamu bnyak banget kontol,negatif
5025,iklan kamu maksa semua bisa sekip,netral
5026,iklan lu banyak bngt anjing,negatif
5027,iklan lu gak gue skip rik gue lebih suka iklan yg ada dichannel yucub lu lebih bervaedah iklan dari pada konten vidionya v,positif
5028,iklan lu gua skip satu anjing soal rem wkwkwk,negatif
5029,iklan lu kebuanyaakkaaan,netral
5030,iklan menit aku skip,netral
5031,iklan menit di skip,netral
5032,iklan menit gk gw skip anjink,netral
5033,iklan menit gua skip,netral
5034,iklan menit gua skipp anjing langsung hidup kamu,negatif
5035,iklan menit kaga gw skip njeng demi nutup ytrid lu anti skip club biar lu kaga miskin,netral
5036,iklan mulu anjir untung gapada gua skip,netral
5037,iklan mulu cok gw skip biji tuh iklan,netral
5038,iklan ngak aku skip iklan menit detik ngak aku skip skip,netral
5039,iklan ngk gua skip anjinkk semangat terus rick gua dukung luric terus karya lu di hujat mikir goblok netijen yg otak somplak mikir tolol,negatif
5040,iklan ny g aku skip woi,netral
5041,iklan nya doang woy,netral
5042,iklan nya gak bisa di skip sial gw bkin dia kaya dia lagi,negatif
5043,iklan nya ngeganggu banget,netral
5044,iklan panjang banget kontol,negatif
5045,iklan rik,netral
5046,iklan trading aku skipp babi,netral
5047,iklan udah ku skip fck,netral
5048,iklan udh x gak gw skip bang tetap karya ya bang,netral
5049,iklan x aku skip bang tetap karya bang,netral
5050,iklanlu menit gk gw skip sampai tidur hebat kan gw,positif
5051,iklan atta halilintar,netral
5052,iklan banyak njing tapi ga gua skip,netral
5053,iklan brave exvius lagi,netral
5054,iklan banyak,netral
5055,iklan keren tod,negatif
5056,iklan saia skip pas sisa detik v,netral
5057,iklanya di banyakin tanda g ada duit kntlll,netral
5058,iklanya gua skip anjing,negatif
5059,ikut bully ahhh biar masuk yucub,netral
5060,ikut hate comment ahhh,netral
5061,ikut komen,netral
5062,ikut komeng ahh biar masuk tipi ehh yt mksdnya,netral
5063,ikut rizalmawokawokawok,netral
5064,ilham wibowo anak sampah lo bowo bowo anjing,negatif
5065,iluminaty,netral
5066,ilyas azzukruf kayak nya udah di hapus ama erick,netral
5067,im a soaper s,netral
5068,im enrei joo fuck bitch,netral
5069,im soapers,netral
5070,indo barbar,netral
5071,indo barbar,netral
5072,indonesia banyak drama,netral
5073,indrac ch,netral
5074,infinite dab,netral
5075,influence creator,netral
5076,ingat banyak haters auto kaya arya konten toxic kamu kamu satu youtuber yg muka kontol,negatif
5077,ingat channel ini tidak didik tetapi gaya humor banyak erti oleh mayoritas masyarakat indonesia example,netral
5078,ingat ericko lim anda makan jeeeeemmmmbooooottttt jembut makan jembut buat otak inspirasi,netral
5079,ingat eriko lim makan jembbooooooot tretan muslim,netral
5080,ingat haters jangan terlalu repot kerja orang,netral
5081,ingat lah anak anak tetap ada di jalan setan mermaidman,netral
5082,ingat mati bang,netral
5083,ingat ya boss buka hatters itu gblk tapi channelnya aja yg sampah,netral
5084,ingat haters adalah subscriber yg tunda,netral
5085,inget boy neraka yg nunggu kamu,netral
5086,inget erick ngehina kamu bukan hatters orang iri sukses kamu masa sekarang keep strong and adsense rik wkwkwk,netral
5087,inget guys kalau nyari duit sampe makan jembut wajar contoh aja si kontol kalau mau cepet kaya,negatif
5088,inget janji rick juta subs botak anjing,negatif
5089,inget rick ada pacar jgn turutin reaction lu pas comment ke,netral
5090,ingin ku teriaakk,netral
5091,ingin teriak kontol,negatif
5092,ini aja intro bagus,positif
5093,ini apa si bngst iklan banyak banget,netral
5094,ini baru nama panutan q,netral
5095,ini baru ngentoddd bnget,netral
5096,ini bru hibur ngeliat org ngina dri ny sndri,netral
5097,ini bunda efek daki selangkang suruh bikin channel youtube,netral
5098,ini cenel kanya no di indonesia kontol,negatif
5099,ini cenel kanya nomer di indonesia kontol,negatif
5100,ini chanel jokes,netral
5101,ini chanel baik dunia woi haters goblok wkkwk,negatif
5102,ini chanell hibur anjirrr dan jujur gw hibur sama video nya si erikontol ini soapking,netral
5103,ini channel buat hibur,netral
5104,ini channel toxic,netral
5105,ini chenel friend family and didik,netral
5106,ini cuman channel hibur di anggap serius ama orang ckckckck,netral
5107,ini ericko yg gua mau,netral
5108,ini golong kami,netral
5109,ini hanters bukan kaleng kaleng,netral
5110,ini haters pada buta ato gmn sih bisa baca angka g balik tk aja lu gblk baca angka like dislike aja g becus,netral
5111,ini joji v indo bgsd,netral
5112,ini kan adalah chanel didik no,netral
5113,ini kan channel didik,netral
5114,ini komen ya,netral
5115,ini mah gara arap si kontol pake baper kyk ank haram nya,negatif
5116,ini nih baru yang nama disstrack hatters nggak kayak atta geledekoutube rewand nggak ada yg bikintd,netral
5117,ini nih um arap nih fak citra,netral
5118,ini nih yg gw tunggu rik tengkyu ud di denger request gw anjeng,netral
5119,ini opening yg gw tunggu wkwkw,netral
5120,ini otong panjang masih cm,netral
5121,ini panutan gua waktu masih sperma yg suka like,positif
5122,ini soapking im king bitch,netral
5123,ini video yg paling gwe suka btw bikin pebeh lagi bang v,positif
5124,ini yang gw suka dari erik walau banyak yang nge hate tapi dia cuek malah haters tambah pasok uang anjirr,positif
5125,ini yang ngebuat gw subcribe lu rikk wkwkkw sarkas to dna i love that enar,netral
5126,ini yg gua suka dari soapking tetap pada diri meski toxic parah tp ttp gw suka tapi ga homo be the king for soapers ntoll benci tpi di poin gan jess no limit subscribe channel gue,netral
5127,ini yg gw demen dari vidio ini adalah kata toxicnya,netral
5128,ini yg gw suka dari lu,positif
5129,ini youtube bebas mah orang mau karya apa kalo yang baek mah denger radio aja,netral
5130,ini eriko haters is money baper kyk ank haram nya,netral
5131,inman jaju stream oke siap,netral
5132,inman strean q,netral
5133,inspirator gw,netral
5134,instropeksi diri lah balesnya kasih solusi baik tiap njawab kok baper,positif
5135,interview tentang bokep japonese lah ric v,netral
5136,inti dari video ini adalah,netral
5137,inti elu php pantek jt subscribe pen botak mana kampank kecewa aku elu php yutuber,negatif
5138,inti kamu sampah ngera anjing kamu kontol,negatif
5139,inti ngewe,netral
5140,inti setan enak ada ericolim enak,netral
5141,inti,netral
5142,inti ericko lim itu orang lucu tapi suka bilang k nt l anj ing dll lah tapi masih tetap tahan di dunia youtube,positif
5143,inti gausa dengerin hatters kontol itu,negatif
5144,inti gin aja collab yok buat rewind youtube,netral
5145,inti lu kontol rik wkwkwk santuy bae lah,negatif
5146,inti lu tetap semangat aja buat vidio bg,netral
5147,inti tetap jokowi,netral
5148,into nya ngakak anjing,negatif
5149,intro,netral
5150,intro asu,netral
5151,intro bacot nya mana anak esdeh ngedit tiktok,netral
5152,intro bedes logat indo,netral
5153,intro botak telollo lololet telolet tolet,netral
5154,intro bru,netral
5155,intro campur,netral
5156,intro comeback,netral
5157,intro dewa is comeback,netral
5158,intro dora dong rick,netral
5159,intro dora geh rik,netral
5160,intro dora lebih kesan,netral
5161,intro dora woy anjeng,netral
5162,intro ericko lim no limit pros is backkkk,netral
5163,intro erico lim no limit pros kepake lagi kirain buang,netral
5164,intro family friendly wkwk,netral
5165,intro for erickolim,netral
5166,intro gg anjing,negatif
5167,intro gratis bngst hahahha,netral
5168,intro gud ea v,netral
5169,intro ini ajaaa konsisten terooos,netral
5170,intro intro youtuber senglek njirah gay hjomo ghiasdogojofhen e subsvribede a and assunsubscribe ahhahahahhahahasdjasixqw asshoel fkasking you be tch moga lo sadar gak sih cuma buat mememks ngilu ah asdijqwixqwozqoa ogw jadi gaje ashjhfxkwqiuxisaiwis help me pslaesae me gay omgomgomgomoasda,netral
5171,intro is back boy v,netral
5172,intro is back bro,netral
5173,intro itu lagi wkwkwk,netral
5174,intro jadul kembaliii,netral
5175,intro japanese kek v,netral
