,text,sentiment,labeling
3661,like,positif,tidak kasar
3662,like,positif,tidak kasar
3663,like,positif,tidak kasar
3664,like dulu baru liat,positif,tidak kasar
3665,like dulu baru nonton v,positif,tidak kasar
3666,like gabung sini akwokwowow btw aing join ah,positif,tidak kasar
3667,like gue dong biar kaya,positif,tidak kasar
3668,like kalian tonton di tahun,positif,tidak kasar
3669,like ke,positif,tidak kasar
3670,like ke eaa,positif,tidak kasar
3671,like ke k leh ugha,positif,tidak kasar
3672,like komen ini,positif,tidak kasar
3673,like lebih banyak dari view cuk ajg,positif,tidak kasar
3674,like like,positif,tidak kasar
3675,like mau kalau ericko njing buat video tiap hari,positif,tidak kasar
3676,like pertama,positif,tidak kasar
3677,like reza arap comment eric congeanjink,positif,tidak kasar
3678,like rik,positif,tidak kasar
3679,like tuju erickolim jomblo,positif,tidak kasar
3680,lim berapa kali lo nyabun,positif,tidak kasar
3681,lim coo kaum arap nih fak citra,positif,tidak kasar
3682,lim coo maksudlu banyak orang yang ngebuli bang eric daripada yang ngepuji dia ehh asal lu tau ya para haters dah kayak ikan hitam dari semua ikan putih asal lu tau ya dari itu itu semua benar ada banyak orang yang ngepuji bang eric banhkan kali kali lipat lu lihat sendiri tuh like nya men benar nya orang yang ngepuji itu jauh lebih banyak hanya saja mereka gak liat karena orang yang ngebuli kayak loo,positif,tidak kasar
3683,lim intro kok bukan yang kiamat,positif,tidak kasar
3684,lim sans banyak haters banyak uang kok,positif,tidak kasar
3685,lim w kalo liat iklan divideolu langsung gw report tuh iklan,positif,tidak kasar
3686,link,positif,tidak kasar
3687,live coli bang ntar aku subscribe pake akun,positif,tidak kasar
3688,live nyabun lah rik,positif,tidak kasar
3689,ljutin aja video enghibur kok,positif,tidak kasar
3690,lmao good boi,positif,tidak kasar
3691,lo blng heters nambah kaya heters ngomongin lu jd yg gk kenal jd kenal helloooo pikir bocah ngomongin ellu aja ya amit amit deh,positif,tidak kasar
3692,lo hate ericko lim,positif,tidak kasar
3693,lo juga netijen anjink,positif,tidak kasar
3694,lo kalo bisa mati aja erik biar gw dapat chanel didik lo dan kalo bisa lo ngasih waris chanel lo ke gue biar gue cepet kaya,positif,tidak kasar
3695,lo kan jga nrtizen tod,positif,tidak kasar
3696,lo kapan botakkkkkk,positif,tidak kasar
3697,lo kira t series wkkw,positif,tidak kasar
3698,lo laki kan rik,positif,tidak kasar
3699,lo ngatain eric malah eric jadi kaya tong,positif,tidak kasar
3700,lo yang kaga paham awam,positif,tidak kasar
3701,loe itu ganteng bang jangan pikitin comenan heters,positif,tidak kasar
3702,loe udah ngak prawan yh rik,positif,tidak kasar
3703,log loco makan kalok komen jangan lebay,positif,tidak kasar
3704,lol,positif,tidak kasar
3705,lol,positif,tidak kasar
3706,lol,positif,tidak kasar
3707,lol bocsh,positif,tidak kasar
3708,lol marsha lol sulap ngakak njir,positif,tidak kasar
3709,lol sok suci,positif,tidak kasar
3710,lol wkwkwk,positif,tidak kasar
3711,lolicontil,positif,tidak kasar
3712,lolot,positif,tidak kasar
3713,lone wolf lol lo bilang dek wkkwkwkwkw ok,positif,tidak kasar
3714,lonte,negatif,kasar
3715,loo heters yaa omong terus erick yang kayaa mah bebas dong,positif,tidak kasar
3716,lope cok,positif,tidak kasar
3717,lope nya donk,positif,tidak kasar
3718,lopee,positif,tidak kasar
3719,lopyu rikolim,positif,tidak kasar
3720,lord qorygoooooooorrrrrrrreeeeeee,positif,tidak kasar
3721,loser read haters comment,positif,tidak kasar
3722,loser reads haters comment wanna be,positif,tidak kasar
3723,love,positif,tidak kasar
3724,love ang,positif,tidak kasar
3725,love asede kintil,positif,tidak kasar
3726,love dong bg bun,positif,tidak kasar
3727,love in dong rick,positif,tidak kasar
3728,love pls,positif,tidak kasar
3729,love u bgst,positif,tidak kasar
3730,love u ericko lim salam fans malaysia tak kesah apa haters kata u are my heroo,positif,tidak kasar
3731,love u rick,positif,tidak kasar
3732,love v,positif,tidak kasar
3733,love you ericko lim,positif,tidak kasar
3734,love you ericontol,positif,tidak kasar
3735,love you erikk muah muahhh muahhhhhhhhh,positif,tidak kasar
3736,love your haters they re your biggest fans ma like aja,positif,tidak kasar
3737,lover boss gua bt jadi ketawa boss good bos konten lo,positif,tidak kasar
3738,low quality content and,positif,tidak kasar
3739,lu adeknya virgoun yak,positif,tidak kasar
3740,lu bilang jangan subs gua tapi kok naik naik subs nya good luck,negatif,kasar
3741,lu emang hibur bgt bang,positif,tidak kasar
3742,lu emng nggk pintar tapi lu genius,negatif,kasar
3743,lu ga takut masuk neraka dan siksa gitu rik lo g pernah bayanging kyk gitu emang,positif,tidak kasar
3744,lu ganteng bang tapi boong v,negatif,kasar
3745,lu ganteng banget rick ke pukon makanya gwe ngefans ma lu aye,positif,tidak kasar
3746,lu ganteng bangkintol,positif,tidak kasar
3747,lu ganteng karena lu laki,positif,tidak kasar
3748,lu ganteng rik,positif,tidak kasar
3749,lu gila ya wkwkkw,negatif,kasar
3750,lu gk tau bowo dulu gimana yang tadi haters mana mana sekarang udah kenal,positif,tidak kasar
3751,lu goblok ya,negatif,kasar
3752,lu gua nonton krn muncul ditumbails gua tp jjur gua nyesel buang wkt gua dtik buat nnton lu smoga lembaga sensor indonesia dtgin lu amien,positif,tidak kasar
3753,lu kaga punya baju item lain selain dwp haha bosen dah gua liat,positif,tidak kasar
3754,lu kagak botak gua jadi haters,positif,tidak kasar
3755,lu kalo bikin content ngomongnya di jaga dong lu udah gede lu sekolah di slb ya,positif,tidak kasar
3756,lu kan g tua klo dia udh izin sma gore,positif,tidak kasar
3757,lu komen pada cepet cepet banget si anjggggg btw intro balik lagi v,positif,tidak kasar
3758,lu mabuk ya,positif,tidak kasar
3759,lu mau hate komen gua kasihtau ya gua kalo liat video lu gapernah ga skip iklan bahkan belum iklan itu muncul udah gua skip mamam noh haha klan kok dikit rick cuma gk gw skip,positif,tidak kasar
3760,lu mirip sule rik,positif,tidak kasar
3761,lu ngemis jgb sini jalan aja njingg,positif,tidak kasar
3762,lu ngentod kapan kentodin kim njenk,positif,tidak kasar
3763,lu org di caci maki appun ttp keep calm v,positif,tidak kasar
3764,lu pelihara aj tu haters rick gk ada dia pun chnnl lu g bkl trkenal ky gin,positif,tidak kasar
3765,lu pernah nyium bau meme lim wkwkwkw ngakak anjinkkkk,positif,tidak kasar
3766,lu pinter lu rendah hati lu gapernah sombong lu baik banget lu gapernah ngajarin orang jelek semua yg lu ikan di youtube ini tu pengaruh banget ke gua jadi makas rick lu dah jadi orang yg slalu inspirasi buat gua,positif,tidak kasar
3767,lu punya ig ngga njing ericko lim give away di ig ada bngst,positif,tidak kasar
3768,lu salah jga gblk,positif,tidak kasar
3769,lu semua ngarti kagak yang gw diomongin sini njenk,positif,tidak kasar
3770,lu tu ganteng bangat apa lagi gaya rambutloh aku ken rambut kaya lo gimana ya,positif,tidak kasar
3771,lu uya kuya ya,positif,tidak kasar
3772,lu yang baca gw yang emosi,positif,tidak kasar
3773,lucu,positif,tidak kasar
3774,lucu,positif,tidak kasar
3775,lucu anjjirr,positif,tidak kasar
3776,lucu lucu,positif,tidak kasar
3777,lucu masok pak ericko liml,positif,tidak kasar
3778,lucu wkkwkw muter bhasanya pintar,positif,tidak kasar
3779,luh gx butuh subscribe donk,positif,tidak kasar
3780,luh pinter juga rik,positif,tidak kasar
3781,luh punya enggak subscribe jt,positif,tidak kasar
3782,lukman hakim jangan ngegas woy,positif,tidak kasar
3783,lumayan lah bang erick nambahin traffic youtube enyum bahkan tertawa thanks rick ailapyu somach,positif,tidak kasar
3784,luna daraasyfa aku cuma main pola pikir doang kamu bilang haters gausah nonton terus kamu lanjutin tulis malah ericko dapet duit get it ato mau lebih jelas,positif,tidak kasar
3785,luna daraasyfa gua toxic,positif,tidak kasar
3786,luna daraasyfa hmm mana fans yg doain idola dapet duit,positif,tidak kasar
3787,luna daraasyfa nama soapers,positif,tidak kasar
3788,luna daraasyfa unch unch,positif,tidak kasar
3789,lusemuapdakayabocah luhtuhudhhpadagedebanggmikiraturanmahhlusirikamabanggerickolimm makanyakerjadherr,positif,tidak kasar
3790,luv u semangat terus bang moga youtube rewerd kamu cepet selesai bang,positif,tidak kasar
3791,lyufid ytg siapa yg nanya,positif,tidak kasar
3792,m fadlu siapa,positif,tidak kasar
3793,m m k beku,positif,tidak kasar
3794,m nya tinggal sory,positif,tidak kasar
3795,m subscribe bangga ngeri banget yg subsnya m aja seperti anak haram kali,positif,tidak kasar
3796,m subscribe colbarlah lim,positif,tidak kasar
3797,m subscribe kamu janji botak setaaaaan mana janji lohhhhh,positif,tidak kasar
3798,mabok kondom wkwk banyak nyemil kondom,positif,tidak kasar
3799,macam tutorial hadap haters,positif,tidak kasar
3800,maen pb,positif,tidak kasar
3801,maen pb lg rik sopers idupin lg kangen bro,positif,tidak kasar
3802,maen pb rik kangen gw wkwk,positif,tidak kasar
3803,maha benar netijen,positif,tidak kasar
3804,mai frens ar gan,positif,tidak kasar
3805,main cepet asw,positif,tidak kasar
3806,main pb dong bang,positif,tidak kasar
3807,main pb lagi rik kangen gw sama ke toxic an lu saat main pb,positif,tidak kasar
3808,main pb lah bang,positif,tidak kasar
3809,main undercover bg,positif,tidak kasar
3810,maju aja terus,positif,tidak kasar
3811,maju terus,positif,tidak kasar
3812,maju terus bang jangan dengerin kata haters cuma elu youtubers yg muka ny kaya lipetan kntl maju terus bang,positif,tidak kasar
3813,maju terus kak patang mundur moga makin banyak subscribers heaters makin dikit kak r bar,positif,tidak kasar
3814,mak gw masok tipi,positif,tidak kasar
3815,makan banyak hater makin banyak duit kan ntol,positif,tidak kasar
3816,makan jemboet,positif,tidak kasar
3817,makan jembood,positif,tidak kasar
3818,makan kabel listrikk kek bang lu teh biar gregett liat,positif,tidak kasar
3819,makan roti isi jemb u,positif,tidak kasar
3820,makanya anjink nonton video ampe habis jan cuma denger org terus langsung komen dasar netizen maha benar,positif,tidak kasar
3821,makanya ngaca dulu belum komen wkwkwkwk,positif,tidak kasar
3822,makasih,positif,tidak kasar
3823,makasih bang erico,positif,tidak kasar
3824,makasih bang gua hevun sama cenel kamu,positif,tidak kasar
3825,makasih haters,positif,tidak kasar
3826,makasih rick gw rasa video ini buat gw,positif,tidak kasar
3827,makin banyak haters makin kenal kwkwk,positif,tidak kasar
3828,makin gila makin famous lanjut gila kamu eriko aku dukung,negatif,kasar
3829,makin kaya aja nih orang,positif,tidak kasar
3830,makin kesini konten lu boring bang bikin ide ide kreatif lai kek,positif,tidak kasar
3831,makin lama makin mirip marlojangan dengerin para hatter yg iri itu,positif,tidak kasar
3832,makin scroll comment makin banyak yg sok suci,positif,tidak kasar
3833,makin neng gua kalo gin,positif,tidak kasar
3834,maksa durasi min nice rik orang kntl yg gtau apa caci maki aja rik banyakin konten kaya gin serur,positif,tidak kasar
3835,maksa menit anjg,positif,tidak kasar
3836,maksa menit bngsat,positif,tidak kasar
3837,maksain jadi menit demi adsenseannel keluarga,positif,tidak kasar
3838,maksud apa,positif,tidak kasar
3839,malam ga bisa tidur abis baca komentar,positif,tidak kasar
3840,males ah iklan ga bisa di skip,positif,tidak kasar
3841,maling intro njirrr,positif,tidak kasar
3842,mamaklo masih perawan,positif,tidak kasar
3843,mampir,positif,tidak kasar
3844,mampir buat dislike angat kamu ngehina youtuber laen sama orang gua pikir x unsubs aku kamu,positif,tidak kasar
3845,mampir chanel aq juga y gak gw skip dia bagi adsense buat lu,positif,tidak kasar
3846,mampir channel,positif,tidak kasar
3847,mampir channel aku dong,positif,tidak kasar
3848,mampir channel ku ada konten minecraft survival mcpe,positif,tidak kasar
3849,mampir di channl gue bro,positif,tidak kasar
3850,mampir jugak yok wankawan channel awak,positif,tidak kasar
3851,mampir yaa,positif,tidak kasar
3852,mampir yaa,positif,tidak kasar
3853,mampir yaa,positif,tidak kasar
3854,mampu haters nya sekakmat,positif,tidak kasar
3855,mampu haters nya sekakmat,positif,tidak kasar
3856,mana ada si iklan kondom,positif,tidak kasar
3857,mana cok kata juta subscriber botak please don t bullshit,positif,tidak kasar
3858,mana haters ericko lim sini maju gua bunuh kalian satu satu,positif,tidak kasar
3859,mana haters mana paling masih sibuk nonton video musik thailand wik wik wik v,positif,tidak kasar
3860,mana haters nya,positif,tidak kasar
3861,mana janji ny jt botak,positif,tidak kasar
3862,mana janji rick kata mo botak,positif,tidak kasar
3863,mana kapten liong,positif,tidak kasar
3864,mana kata jt subs mu botak mana janji lu bang,positif,tidak kasar
3865,mana konten hate nya lol,positif,tidak kasar
3866,mana laki laki ganteng,positif,tidak kasar
3867,mana mau jing si qory nya kwowkwowo,positif,tidak kasar
3868,mana nih intro kiamat tod,positif,tidak kasar
3869,mana nihh yg coment udh nonton blom,positif,tidak kasar
3870,mana opening family frendly nya cok,positif,tidak kasar
3871,mana orang ibu tak sesal lahir anak sendiri bukti ibu ericko lim sesal gua lihat vidio kamu pas collab sama ibu kamu terus ibu kamu tanya sesal ngelahirin anak dia dia jawab pernah sesal ngapain sesal so hatters orang rasa paling benar,positif,tidak kasar
3872,mana pacar lu bang,positif,tidak kasar
3873,mana pacar lu rik,positif,tidak kasar
3874,mana si odyclrs,positif,tidak kasar
3875,mana soapking,positif,tidak kasar
3876,mana yg bilang komen vidio erik ngebuli smua engga tu aku kaga buli tu malah aku dukung erik,positif,tidak kasar
3877,manaa wa,positif,tidak kasar
3878,manaa wa goblok,negatif,kasar
3879,manaaa janji looo yg kata botak juta subs,positif,tidak kasar
3880,manap,positif,tidak kasar
3881,mangat bang aku selalu dukung,positif,tidak kasar
3882,mantaaaap,positif,tidak kasar
3883,mantaap anji k,positif,tidak kasar
3884,mantaap maju terus,positif,tidak kasar
3885,mantab akmj gud lah rik langsung revenge hateres wowkwkwk balas gud ea bujank,positif,tidak kasar
3886,mantab bang maju terus,positif,tidak kasar
3887,mantab soul,positif,tidak kasar
3888,mantabs bang erick mampir channel gue tot subscribe juga di fourcrazy,positif,tidak kasar
3889,mantaf rik lanjut,positif,tidak kasar
3890,mantao,positif,tidak kasar
3891,mantao bang good job,positif,tidak kasar
3892,mantap anjingg lanjut ros anjenk,positif,tidak kasar
3893,mantap bang banyak benci banyak duit,positif,tidak kasar
3894,mantav bang,positif,tidak kasar
3895,mantav mamankyoutuber ngomong jangan lupa subribe kalau lupa napa,positif,tidak kasar
3896,mantengin hape,positif,tidak kasar
3897,mantep bang chanel elu didik hehe,positif,tidak kasar
3898,mantep kang,positif,tidak kasar
3899,mantep niiiiihhhh,positif,tidak kasar
3900,mantul,positif,tidak kasar
3901,mantul bang,positif,tidak kasar
3902,mantul bang erick aku dah coba trik yakult kamu and muka aku tambah ganteng oo,positif,tidak kasar
3903,mantul bangrs bngst,positif,tidak kasar
3904,mantul koh erick ab beri heaters kata mutiara coy,positif,tidak kasar
3905,mantul rick,positif,tidak kasar
3906,mantul sangat,positif,tidak kasar
3907,mantul sayang kuy ngegay aja,positif,tidak kasar
3908,mantull,positif,tidak kasar
3909,mantull,positif,tidak kasar
3910,mantulll,positif,tidak kasar
3911,mantullllll,positif,tidak kasar
3912,mantuuuull,positif,tidak kasar
3913,manusia,positif,tidak kasar
3914,manusia akhir zaman,positif,tidak kasar
3915,manusia awtis sumpah dah,positif,tidak kasar
3916,manusia bangke tikus,positif,tidak kasar
3917,manusia kamu lestari cok,positif,tidak kasar
3918,manusia kaya erick mau lo bilang apa tetep ae gk mempan awakwoakw,positif,tidak kasar
3919,manusia kebal haters,positif,tidak kasar
3920,manusia kentodsense ini banyak minum susu dancow,positif,tidak kasar
3921,manusia punya otak bisa milih mana yg bener mana yg enggk lahhh terus lu apa a lomba buat bikin lu makin kayaody ama erickolim,positif,tidak kasar
3922,many haters many viewers,positif,tidak kasar
3923,mar bang ericko lim,positif,tidak kasar
3924,mas,positif,tidak kasar
3925,masalah anak anak deket rumah gua ikut nonton terus bagaimana tu,positif,tidak kasar
3926,masalah tod kok gak ada komen gw gw kan subskrep lu cuma buqat bacod unsub dah anjink klo kek gin,positif,tidak kasar
3927,masha and yanglek,positif,tidak kasar
3928,masih fresh cok,positif,tidak kasar
3929,masik,positif,tidak kasar
3930,mata selalu merah,positif,tidak kasar
3931,matap bang,positif,tidak kasar
3932,mati aja kamu benaluu,positif,tidak kasar
3933,mati langsung masuk nerakak plng dlm lu cokkkk,positif,tidak kasar
3934,mau di bully kek gimana juga tetep dia pantad tebal v,positif,tidak kasar
3935,mau ericko dong ahahha,positif,tidak kasar
3936,mau kamu hasut yg nama tonton setia ngak mudah pengaruh,positif,tidak kasar
3937,mau komen jahat tidak kalau sekarang w komen jahat,positif,tidak kasar
3938,mauuu dong dibacainn comment nyaaa omg wkwkwk fuck,positif,tidak kasar
3939,mayan ya rik dapet untung dari haters cara gak langsung haters lomba lomba buat bikin lu makin kayaody ama erickolim,positif,tidak kasar
3940,maybe erick buat channel untuk jadi pink guy nya indo,positif,tidak kasar
3941,mayoritas wkwk land,positif,tidak kasar
3942,mbahas ml sama pubg dong bang,positif,tidak kasar
3943,meet up sma reza arap,positif,tidak kasar
3944,meja bufet minimal model simpel dan cantik,positif,tidak kasar
3945,melet itu enakkkk,positif,tidak kasar
3946,mem k itu arti di bal ibu,positif,tidak kasar
3947,mem k kok ngilu v wkwkw lo kira gigi njeeng,positif,tidak kasar
3948,mem k ngilu,positif,tidak kasar
3949,mem k ngilu,positif,tidak kasar
3950,mem k ngilu anjay,positif,tidak kasar
3951,mem k ngilu omg yeah thank kont l b tar pas udh jt sub jangan males malesan apload lu,positif,tidak kasar
3952,mem k ngilu yalord ngakakk wkkek,positif,tidak kasar
3953,mem k ngiluuuu,positif,tidak kasar
3954,mem k ngiluuuuu tertawa bgst,positif,tidak kasar
3955,memang anak nakal sering kali ngomong kasar masih batas wajar,positif,tidak kasar
3956,memang gila haters mu kau ini ganteng,negatif,kasar
3957,memang kntlo,positif,tidak kasar
3958,memantoel coy seru kapan kapan bikin bang,positif,tidak kasar
3959,butuh obat toxic nih,positif,tidak kasar
3960,memeeek,positif,tidak kasar
3961,memekk,positif,tidak kasar
3962,memekz,positif,tidak kasar
3963,didik banget bang,positif,tidak kasar
3964,mending baca cerita dewasa ya krntod til yak,positif,tidak kasar
3965,mending hapus aja tuhh chanel bang wkwk,positif,tidak kasar
3966,mending kamu ngomong kotor rangin deh,positif,tidak kasar
3967,mending lu bikin konten yg jijik aja lim seru faedah lagi,positif,tidak kasar
3968,mending ngecosplay nekopoi pada ngecosplay pink guy kamu anjenhhh,positif,tidak kasar
3969,mending ngentd bgsd,positif,tidak kasar
3970,mending ngopi,positif,tidak kasar
3971,mending nontonin iklan,positif,tidak kasar
3972,mending saling subscribe biar untung wkwk,positif,tidak kasar
3973,mending uang nya buat gua buat paket paket w sekarat neehh,positif,tidak kasar
3974,mending lo sodakohkan channel youtube lo ke saya biar dapat berkah,positif,tidak kasar
3975,hasil hari mau klik link ini,positif,tidak kasar
3976,hibur banget bang hahaha,positif,tidak kasar
3977,menit ada tampak,positif,tidak kasar
3978,menit detik serasa nonton orang yg suara deddy corbuzer rik kalau video kamu gin baru aku skip iklan kalau konten kak gin aku nonton deh wkkwkwk,positif,tidak kasar
3979,menit mana saya sedang tonton video ini dengan saya pause lama menit sambil makan qtela guud mhankk v,positif,tidak kasar
3980,menit gua buang anjink,positif,tidak kasar
3981,menit kata itu ini channel didik didik mutu bukan balik simpang didik sesat,positif,tidak kasar
3982,menit ngakak anjer wkwkkwk,positif,tidak kasar
3983,menit ngakakk,positif,tidak kasar
3984,menit tertawa njirr,positif,tidak kasar
3985,menit that why i subscribe,positif,tidak kasar
3986,tolak lupa opening jess,positif,tidak kasar
3987,mental baja,positif,tidak kasar
3988,mental sosmed semua taik,positif,tidak kasar
3989,mental memang mental juara,positif,tidak kasar
3990,turut gw chanel eric biasa aja hibur soal didik apa nggak yg salah orang tua lo salah didik lo wkwk,positif,tidak kasar
3991,merah tua sama merah muda beda berapa tahun ya gan,positif,tidak kasar
3992,merek kacamata bang erick apa,positif,tidak kasar
3993,mereka belum tentu bik abang ericko lim,positif,tidak kasar
3994,mereka ngiri u banyak karena yutub u jt subscribe,positif,tidak kasar
3995,meski chanel tidak mutu faedah penting aku hibur anjenk lanjutin bikin konten toxic nya njenk,positif,tidak kasar
3996,meski ngomongnya jorok kelakuanya youtube kurang baik banyak benci nya gua ppa ko bukti satu smp gua tau kamu semua kamu bang apa yg man jemb ut,positif,tidak kasar
3997,mhank eric kapan meet lampung tunggu mhank,negatif,kasar
3998,miko zk kau tak tau sudah,positif,tidak kasar
3999,miko zk wibu nub g bakal tau yg tau udah tingkat bar bar,positif,tidak kasar
4000,minim konten bang,positif,tidak kasar
4001,minta kocokin ni orang biasa ngocok sendiri,positif,tidak kasar
4002,minta love donk,positif,tidak kasar
4003,minta sama kimihime sono,positif,tidak kasar
4004,mirip bowo,positif,tidak kasar
4005,mirip dedi botak,positif,tidak kasar
4006,mirip kata kata nya serial naruto comment nya nonton anime dulu baru ngehate,positif,tidak kasar
4007,mirip konten erpan,positif,tidak kasar
4008,mirip kopex gaming gaya kamu bg hehe,positif,tidak kasar
4009,mirip ujun upa botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak botak boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong boong hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya hiya turut duka cita buat mli nda yg ngerosting atta lge hehehehe,positif,tidak kasar
4010,miss the intro,positif,tidak kasar
4011,miss this intro,positif,tidak kasar
4012,mkanya bahasa kotor nya rangin bang biar nonton ikut neng,positif,tidak kasar
4013,mkasih udah nonton jadi nambah viewer video nya dongini ny,positif,tidak kasar
